"grappe","menage","vague","s16aq00","s16aq02","s16aq03","s16aq04","s16aq05","s16aq06","s16aq07","s16aq08","s16aq08_autre","s16aq09a","s16aq09b","s16aq10","s16aq10_autre","s16aq11","s16aq12","s16aq12_autre","s16aq13","s16aq13_autre","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14a__0","s16aq14a__1","s16aq14b__0","s16aq14b__1","s16aq15","s16aq16","s16aq16_autre","s16aq17","s16aq17_autre","s16aq18","s16aq18_autre","s16aq19","s16aq19_autre","s16aq20","s16aq21","s16aq22","s16aq23","s16aq23_autre","s16aq24a","s16aq24b","s16aq24b_autre","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29a2_autre","s16aq29b1","s16aq29b2","s16aq29b2_autre","s16aq29c1","s16aq29c2","s16aq29c2_autre","s16aq29d1","s16aq29d2","s16aq29d2_autre","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq33b_1","s16aq33a_1","s16aq33b_2","s16aq33a_2","s16aq33b_3","s16aq33a_3","s16aq33b_4","s16aq33a_4","s16aq33b_5","s16aq33a_5","s16aq33b_6","s16aq33a_6","s16aq33b_7","s16aq33a_7","s16aq33b_8","s16aq33a_8","s16aq33b_9","s16aq33a_9","s16aq33b_10","s16aq33a_10","s16aq33b_11","s16aq33a_11","s16aq33b_12","s16aq33a_12","s16aq33b_13","s16aq33a_13","s16aq33b_14","s16aq33a_14","s16aq33b_15","s16aq33a_15","s16aq33b_16","s16aq33a_16","s16aq33b_17","s16aq33a_17","s16aq33b_18","s16aq33a_18","s16aq33b_19","s16aq33a_19","s16aq33b_20","s16aq33a_20","s16aq33b_21","s16aq33a_21","s16aq33b_22","s16aq33a_22","s16aq33b_23","s16aq33a_23","s16aq33b_24","s16aq33a_24","s16aq34","s16aq35b_1","s16aq35a_1","s16aq35b_2","s16aq35a_2","s16aq35b_3","s16aq35a_3","s16aq35b_4","s16aq35a_4","s16aq35b_5","s16aq35a_5","s16aq35b_6","s16aq35a_6","s16aq35b_7","s16aq35a_7","s16aq35b_8","s16aq35a_8","s16aq35b_9","s16aq35a_9","s16aq35b_10","s16aq35a_10","s16aq35b_11","s16aq35a_11","s16aq35b_12","s16aq35a_12","s16aq35b_13","s16aq35a_13","s16aq35b_14","s16aq35a_14","s16aq35b_15","s16aq35a_15","s16aq35b_16","s16aq35a_16","s16aq35b_17","s16aq35a_17","s16aq35b_18","s16aq35a_18","s16aq35b_19","s16aq35a_19","s16aq35b_20","s16aq35a_20","s16aq35b_21","s16aq35a_21","s16aq35b_22","s16aq35a_22","s16aq35b_23","s16aq35a_23","s16aq35b_24","s16aq35a_24","s16aq35b_25","s16aq35a_25","s16aq35b_26","s16aq35a_26","s16aq35b_27","s16aq35a_27","s16aq35b_28","s16aq35a_28","s16aq36","s16aq37b_1","s16aq37a_1","s16aq37b_2","s16aq37a_2","s16aq37b_3","s16aq37a_3","s16aq37b_4","s16aq37a_4","s16aq37b_5","s16aq37a_5","s16aq37b_6","s16aq37a_6","s16aq37b_7","s16aq37a_7","s16aq37b_8","s16aq37a_8","s16aq37b_9","s16aq37a_9","s16aq37b_10","s16aq37a_10","s16aq37b_11","s16aq37a_11","s16aq37b_12","s16aq37a_12","s16aq37b_13","s16aq37a_13","s16aq37b_14","s16aq37a_14","s16aq37b_15","s16aq37a_15","s16aq37b_16","s16aq37a_16","s16aq37b_17","s16aq37a_17","s16aq37b_18","s16aq37a_18","s16aq37b_19","s16aq37a_19","s16aq37b_20","s16aq37a_20","s16aq37b_21","s16aq37a_21","s16aq37b_22","s16aq37a_22","s16aq37b_23","s16aq37a_23","s16aq37b_24","s16aq37a_24","s16aq37b_25","s16aq37a_25","s16aq37b_26","s16aq37a_26","s16aq37b_27","s16aq37a_27","s16aq37b_28","s16aq37a_28","s16aq37b_29","s16aq37a_29","s16aq37b_30","s16aq37a_30","s16aq37b_31","s16aq37a_31","s16aq37b_32","s16aq37a_32","s16aq37b_33","s16aq37a_33","s16aq38","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq40","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq42","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq44","s16aq45","s16aq47","s16aq48","s16aq48_autre"
563,11,1,1,1,2,1,2,,1,10,,0.5,1,1,,1,4,,7,,,,,,,,,,,,,,2,,,4,,3,,4,,2,60,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,3,3,0,,1,7,1,7,2,7,4,5,7,7,8,3,10,6,12,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,1,20,2,50,4,15,7,20,8,15,10,5,11,17,12,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,25,2,25,4,20,7,20,8,16,10,10,11,20,12,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,0,,,2,2,0,0,,,0,,,2,2,,4,
563,11,1,1,2,3,1,2,,1,3,,0.5,1,1,,1,4,,7,,,,,,,,,,,,,,2,,,4,,3,,4,,1,60,2,,,,,,2,,1,1,1,3,,0,,,0,,,0,,,1,0,,0,,2,3,0,,1,5,1,5,2,7,4,5,8,5,12,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,14,2,14,4,8,7,14,8,3,10,5,11,14,12,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,12,2,12,4,10,7,10,8,5,10,5,11,10,12,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,0,,,2,1,5000,0,,,0,,,1,3,3,0,3,3,0,0,,,0,,,2,2,,4,
563,13,1,1,2,1,2,2,,1,4,,200,2,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,2,75,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,12,3,0,,1,7,2,7,4,7,5,7,6,7,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,5,3,12,4,12,5,12,6,12,7,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,10,3,10,4,10,5,10,6,10,7,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,4,
563,13,1,1,1,1,2,2,,1,10,,100,2,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,2,70,2,,,,,,2,,2,,,,,,,,,,,,,,1,36,3,0,,0,,0,,1,14,2,14,4,14,5,14,6,14,7,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,7,3,21,4,21,5,21,6,21,7,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,10,3,10,4,10,5,10,6,10,7,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,4,
564,4,2,1,1,1,1,2,,1,4,,0.5,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,1,20,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,2,4,0,,1,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,6,4,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,3,10,4,2,10,5,12,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
564,8,2,1,2,1,1,2,,1,10,,1.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,25,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,3,3,2,4,6,9,5,14,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,4,3,5,4,6,9,7,14,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,2,4,3,4,4,3,5,5,6,3,8,6,9,5,10,2,11,3,12,3,13,6,14,6,15,2,16,2,18,5,19,5,20,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
564,8,2,1,1,1,1,2,,1,4,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,3,,2,,1,25,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,1,2,3,2,4,5,9,4,14,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,7,9,8,14,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,2,3,5,9,3,10,5,14,5,15,4,19,3,20,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
564,9,2,1,1,1,1,2,,1,4,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,25,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,1,2,2,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,7,2,7,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,2,7,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,0,0,,,0,,,0,,,1,3,3,0,0,,,0,,,0,,,1,2,3,0,0,,,0,,,0,,,2,2,,4,
564,9,2,1,2,1,1,2,,1,10,,1.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,25,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,1,2,2,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,6,2,6,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,2,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,2,0,0,,,0,,,0,,,1,3,2,0,0,,,0,,,0,,,2,2,,4,
564,10,2,1,1,1,1,2,,1,10,,2,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,4,,3,,2,,1,40,2,,,,,,2,,1,1,1,3,,0,,,0,,,0,,,2,,,,,,,,,1,5,12,5,13,5,14,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,8,3,12,5,13,5,15,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,8,5,12,5,13,3,15,5,16,2,23,5,33,3,34,3,35,3,36,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
564,10,2,1,2,1,1,2,,1,4,,1,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,4,,3,,2,,1,45,2,,,,,,2,,1,1,1,3,,0,,,0,,,0,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,12,3,13,3,14,3,15,5,16,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,5,2,5,4,6,8,5,12,5,13,2,14,5,15,6,16,2,17,3,23,5,33,3,34,5,35,4,36,6,37,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
565,4,1,1,1,1,1,1,1,1,1,,400,2,1,,1,4,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,120,1,2,,98,,,1,1,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,35000,0,,,0,,,0,,,1,3,7,25000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,4,
565,4,1,1,1,2,1,1,1,1,10,,400,2,1,,1,4,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,120,1,2,,98,,,1,2,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,30000,0,,,0,,,0,,,1,2,7,25000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,4,
566,9,2,1,1,1,2,1,2,1,10,,3,1,1,,2,1,,1,,2,,,,,,,,2,,2,,2,,,4,,1,,2,,1,90,2,,,,,,2,,1,1,0,,,0,,,1,3,,1,3,,1,0.5,3,30,2,1,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,10000,0,,,0,,,0,,,1,1,1,0,0,,,0,,,0,,,1,2,30,100000,0,,,0,,,0,,,4,2,,4,
566,9,2,1,3,1,2,1,2,1,11,,1,1,1,,2,1,,1,,2,,,,,,,,2,,2,,2,,,4,,1,,2,,1,90,2,,,,,,2,,1,1,0,,,0,,,25,1,,12.5,1,,1,0.25,3,0.5,3,0.5,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,,,0,,,0,,,1,1,2,0,0,,,0,,,0,,,1,2,30,0,0,,,0,,,0,,,4,2,,4,
566,9,2,1,2,1,2,1,2,1,3,,4,1,1,,2,1,,1,,2,,,,,,,,2,,2,,2,,,4,,3,,5,,1,90,2,,,,,,2,,1,1,0,,,0,,,25,1,,12.5,1,,1,0.25,2,25,2,0.5,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,15000,0,,,0,,,0,,,1,1,1,0,0,,,0,,,0,,,1,2,30,0,0,,,0,,,0,,,4,2,,4,
567,2,1,1,1,1,1,2,,1,3,,3,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,60,2,,,,,,2,,1,1,1,3,,0,,,0,,,0,,,1,0,,0,,5,3,0,,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,14,7,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,14,7,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,8000,0,,,0,,,0,,,1,3,1,4500,0,,,0,,,0,,,2,,,,,,,,,,,,,3,2,,4,
567,3,1,1,1,1,2,1,2,1,3,,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,1,35,2,,,,,,2,,1,1,50,1,,0,,,50,1,,0,,,1,0,,0,,30,3,0,,1,5,2,5,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,25,3,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,25,3,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,40000,0,,,0,,,0,,,2,,,,,,,,,,,,,1,0,,,10,1,15000,0,,,0,,,4,2,,4,
567,7,1,1,1,1,1,1,8,1,3,,0.2,1,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,2,30,2,,,,,,2,,1,1,25,1,,0,,,25,1,,0,,,1,0,,0,,15,3,0,,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,15000,0,,,0,,,0,,,1,0,,,5,2,15000,0,,,0,,,1,0,,,10,2,0,0,,,0,,,4,2,,4,
567,13,1,1,1,2,1,1,1,1,13,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,2,5,6,5,7,15,8,15,9,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,10,2,5,3,5,6,5,7,10,8,5,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,15,37500,0,,,0,,,0,,,1,2,15,37500,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,3,
567,13,1,1,1,1,1,1,1,1,55,,2,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,5,2,15,7,30,8,15,9,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,15,10000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
569,1,1,1,1,1,2,1,1,1,10,,2,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,20,2,,,,,,2,,1,1,50,1,,0,,,0,,,0,,,2,,,,,,,,,1,15,1,15,6,15,16,15,18,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,1,40,16,40,18,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,5,2,5,3,5,4,5,8,15,16,10,17,15,18,15,19,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
569,4,1,1,1,3,7,1,7,1,13,,0.25,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,5,5,6,7,7,5,11,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,5,5,6,5,7,10,11,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,7,
569,4,1,1,1,2,7,1,1,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,1,1,150,1,,0,,,100,1,,0,,,1,0,,0,,75,3,0,,1,4,1,22,5,22,6,22,7,22,11,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,22,5,22,6,22,7,22,11,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,25000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,7,
569,4,1,1,1,1,7,1,1,1,55,,2,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,2,,1,,2,,1,15,2,,,,,,2,,1,1,150,1,,0,,,100,1,,0,,,1,0,,0,,75,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,22,5,22,6,22,7,22,11,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5,2,30000,0,,,0,,,0,,,2,,,,,,,,,,,,,1,2,,7,
569,8,1,1,1,1,5,1,5,1,10,,0.5,1,1,,5,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,70,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,2,3,0,,1,8,5,6,15,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,5,8,15,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,15000,0,,,0,,,0,,,1,4,3,12000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,4,
569,13,1,1,3,1,1,1,1,1,3,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,5,,1,30,2,,,,,,2,,1,2,100,1,,0,,,100,1,,0,,,2,,,,,,,,,1,5,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,7,2,7,6,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,10000,0,,,0,,,0,,,2,,,,,,,,,,,,,1,0,,,5,5,0,0,,,0,,,2,2,,4,
569,13,1,1,2,1,1,1,1,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,30,2,,,,,,2,,1,1,100,1,,0,,,50,1,,0,,,2,,,,,,,,,1,7,1,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,5,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,5,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,,4,
569,13,1,1,1,1,1,1,1,1,10,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,35,2,,,,,,2,,1,1,100,1,,0,,,100,1,,0,,,2,,,,,,,,,1,7,1,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,21,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,5,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,,4,
570,3,2,1,1,1,1,1,1,1,55,,0.5,1,1,,1,1,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,35,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,,4,
570,4,2,1,1,1,9,1,6,1,3,,11,1,1,,,,,,,,,,,,,,,,,,,,,,4,,3,,5,,2,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,6,15,9,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,6,30,9,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,6,60,9,60,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,5,"route dangeureuse"
