"grappe","menage","vague","membres__id","s06q00_0","s06q00","s06q01__1","s06q01__2","s06q01__3","s06q01__4","s06q01__5","s06q02","s06q03","s06q04","s06q04_autre","s06q05","s06q06","s06q06_autre","s06q07","s06q08","s06q09","s06q10","s06q11","s06q011_autre","s06q12","s06q12_autre","s06q13a","s06q13b","s06q14","s06q15","s06q16","s06q17","s06q18","s06q19"
423,10,1,3,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,10,1,12,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,11,1,1,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,12,1,12,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
423,12,1,1,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
423,12,1,3,1,,2,2,2,2,2,,2,6,,,,,2,2,2,,,,,,,,,,,,,
423,12,1,13,1,,2,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
423,12,1,8,1,,2,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
423,13,1,4,1,,2,1,2,2,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,13,1,3,1,,2,1,2,2,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,13,1,2,2,1,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,13,1,1,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
423,13,1,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,13,1,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
423,14,1,1,1,,2,2,2,1,2,2,2,2,,,,,2,2,2,,,,,,,,,,,,,
423,14,1,2,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
424,1,2,2,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
424,1,2,6,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,1,2,8,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,1,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,2,2,1,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
424,3,2,9,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,4,2,7,2,1,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,4,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
424,4,2,2,1,,2,2,2,1,2,1,1,,,2,5,,1,1,2,,,,,,,,,,,,,
424,4,2,8,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,4,2,6,2,1,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,5,2,2,1,,2,2,2,2,2,,2,3,,,,,1,2,2,,,,,,,,,,,,,
424,5,2,5,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
424,5,2,1,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,6,2,3,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,6,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,7,2,1,1,,2,2,1,1,2,1,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,7,2,9,1,,2,2,2,1,2,2,2,2,,,,,1,2,2,,,,,,,,,,,,,
424,7,2,2,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
424,7,2,12,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,7,2,7,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,8,2,13,1,,2,2,2,2,2,,2,8,,,,,1,2,2,,,,,,,,,,,,,
424,8,2,10,1,,2,2,2,1,2,2,2,3,,,,,1,2,2,,,,,,,,,,,,,
424,8,2,1,1,,2,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
424,8,2,15,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,8,2,3,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,8,2,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
424,8,2,4,1,,2,2,2,1,2,2,2,3,,,,,1,2,2,,,,,,,,,,,,,
424,9,2,2,1,,2,2,2,1,2,2,2,2,,,,,2,2,2,,,,,,,,,,,,,
424,9,2,1,2,2,2,2,2,1,2,2,2,4,,,,,2,2,2,,,,,,,,,,,,,
424,9,2,8,1,,2,2,2,2,2,,2,10,"trop jeune pour demander du crédit",,,,2,2,2,,,,,,,,,,,,,
424,9,2,6,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,10,2,1,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,10,2,3,1,,1,2,2,1,2,1,2,7,,,,,2,2,1,1,4,,1,,4,2018,5000000,2,185,27000,4,2
424,10,2,11,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,10,2,4,1,,2,2,2,1,2,1,2,3,,,,,1,2,2,,,,,,,,,,,,,
424,10,2,9,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,10,2,10,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,10,2,7,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
424,11,2,3,2,1,2,2,2,2,2,,2,10,"il est sans emploi",,,,2,2,2,,,,,,,,,,,,,
424,11,2,1,1,,2,2,2,2,2,,2,6,,,,,2,2,2,,,,,,,,,,,,,
424,11,2,5,2,1,2,2,2,2,2,,2,6,,,,,2,2,2,,,,,,,,,,,,,
424,11,2,4,2,1,2,2,2,2,2,,2,10,"il ne travaille pas",,,,2,2,2,,,,,,,,,,,,,
424,11,2,7,1,,2,2,2,2,2,,2,10,"l'argent de la banque  non merci",,,,2,2,2,,,,,,,,,,,,,
424,12,2,4,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,12,2,1,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
424,12,2,2,1,,2,2,2,1,2,1,2,8,,,,,1,1,2,,,,,,,,,,,,,
424,12,2,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
425,1,1,8,1,,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
425,1,1,7,2,2,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
425,1,1,1,1,,1,1,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
425,1,1,11,1,,2,2,2,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
425,1,1,2,1,,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
425,1,1,6,2,2,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
425,3,1,7,1,,2,2,1,2,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
425,3,1,9,2,7,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,3,1,10,2,7,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,3,1,13,2,7,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,4,1,20,2,1,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
425,4,1,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
425,4,1,17,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,4,1,16,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,6,1,1,1,,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
425,6,1,2,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,7,1,2,1,,2,2,2,2,2,,2,2,,,,,1,1,,,,,,,,,,,,,,
425,7,1,1,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
425,7,1,8,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
425,8,1,10,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
425,8,1,5,2,10,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
425,8,1,4,2,10,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
425,9,1,3,1,,2,2,2,2,2,,2,3,,,,,2,2,,,,,,,,,,,,,,
425,9,1,7,1,,2,2,1,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
425,9,1,4,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
425,9,1,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
425,10,1,3,1,,2,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
425,10,1,8,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
425,10,1,1,1,,1,1,2,1,2,1,1,,,1,,,,2,1,1,9,,1,,7,2021,400000,2,10,38960,2,1
425,10,1,11,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,10,1,7,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
425,10,1,2,1,,2,2,2,2,2,,1,,,1,,,1,1,1,2,5,,7,,3,2021,30000,2,10,4200,8,2
425,11,1,17,2,11,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,11,1,20,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,11,1,16,2,11,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,11,1,12,2,11,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
425,11,1,11,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,11,1,2,2,1,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
425,11,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,11,1,19,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
425,11,1,6,2,1,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
425,12,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
425,12,1,8,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
425,12,1,4,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
425,12,1,2,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
425,13,1,3,1,,2,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
425,13,1,1,1,,1,2,1,1,2,1,1,,,1,,,1,1,1,1,5,,2,,3,2020,500000,2,10,50000,1,3
425,13,1,2,1,,2,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
425,14,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
426,1,2,9,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
426,1,2,5,1,,1,2,1,1,2,1,1,,,2,5,,,2,2,,,,,,,,,,,,,
426,2,2,1,1,,2,2,1,2,2,2,1,,,1,,,,2,2,,,,,,,,,,,,,
426,2,2,2,1,,2,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,3,2,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,3,2,4,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,3,2,1,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
426,4,2,8,2,5,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,4,2,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,4,2,5,1,,2,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
426,4,2,10,2,5,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
426,4,2,6,1,,2,1,2,2,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,6,2,1,1,,1,2,1,1,1,1,1,,,1,,,,2,1,1,4,,1,,9,2021,,2,1,,0,1
426,6,2,2,1,,2,2,1,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
426,7,2,10,2,2,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,7,2,2,2,2,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,7,2,1,2,2,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,8,2,2,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,2,1,,2,2,2,1,2,2,2,3,,,,,1,2,2,,,,,,,,,,,,,
426,9,2,11,1,,2,2,2,1,2,1,2,3,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,1,1,,2,2,1,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,5,1,,2,2,2,1,2,1,2,5,,,,,1,2,2,,,,,,,,,,,,,
426,9,2,17,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,4,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,19,1,,2,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
426,9,2,15,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,3,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,9,2,10,1,,2,2,2,1,2,1,2,5,,,,,1,2,2,,,,,,,,,,,,,
426,9,2,16,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,10,2,1,1,,1,2,2,1,1,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
426,10,2,2,1,,1,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
426,11,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,13,2,2,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
426,13,2,6,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
426,13,2,5,2,1,2,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
426,13,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,13,2,4,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
426,13,2,3,1,,1,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
426,14,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
427,1,1,4,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,1,1,12,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,1,1,1,1,,1,1,2,2,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,1,1,2,2,1,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,1,1,3,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,1,1,8,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
427,2,1,2,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
427,2,1,4,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,2,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,3,1,4,1,,2,2,2,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
427,3,1,1,1,,2,2,1,1,2,1,1,,,1,,,,2,1,1,5,,2,,10,2021,930000,2,26,36000,0,1
427,4,1,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,4,1,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,4,1,8,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,4,1,1,1,,2,2,1,1,2,2,2,8,,,,,1,1,,,,,,,,,,,,,,
427,5,1,2,1,,1,2,2,2,2,1,1,,,1,,,1,1,1,2,5,,1,,2,2021,200000,2,10,20000,8,1
427,5,1,5,2,4,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,5,1,1,1,,1,2,2,1,2,2,1,,,1,,,,2,1,1,6,,1,,6,2021,300000,2,10,30000,5,1
427,5,1,3,2,4,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,5,1,4,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,6,1,16,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,6,1,1,1,,2,2,2,1,2,2,2,3,,,,,2,2,,,,,,,,,,,,,,
427,6,1,14,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,6,1,6,1,,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
427,6,1,15,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
427,6,1,2,1,,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
427,6,1,17,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,6,1,12,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,7,1,1,2,2,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,7,1,2,1,,2,2,2,1,2,2,2,8,,,,,1,1,,,,,,,,,,,,,,
427,7,1,5,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,8,1,13,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,8,1,1,2,1,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
427,8,1,9,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,8,1,14,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,8,1,12,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,8,1,10,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,8,1,11,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,9,1,1,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,9,1,12,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,10,1,11,1,,1,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,10,1,1,1,,1,1,2,1,2,2,1,,,2,4,,,2,1,1,4,,1,,12,2018,3500000,2,46,76000,36,1
427,10,1,10,1,,1,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,10,1,5,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
427,10,1,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
427,11,1,1,1,,2,2,1,1,2,2,1,,,1,,,,2,2,0,,,,,,,,,,,,
427,11,1,15,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
427,11,1,14,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
427,12,1,1,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
427,12,1,2,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
428,1,2,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
428,1,2,1,1,,1,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
428,1,2,2,1,,2,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
428,2,2,2,1,,2,2,2,1,2,1,2,2,,,,,1,2,2,,,,,,,,,,,,,
428,2,2,3,2,2,2,2,2,2,2,,2,10,"eleve",,,,2,2,2,,,,,,,,,,,,,
428,2,2,6,2,2,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
428,2,2,1,2,2,1,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
428,3,2,11,1,,1,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
428,3,2,9,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,3,2,7,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,3,2,1,1,,2,2,1,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
428,3,2,5,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,4,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,4,2,1,1,,2,2,1,1,2,1,1,,,1,,,,2,2,,,,,,,,,,,,,
428,4,2,7,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,4,2,6,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,4,2,8,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,6,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,6,2,6,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,6,2,7,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,6,2,1,1,,2,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
428,7,2,2,2,22,2,2,2,2,2,,2,10,"trop age",,,,2,2,2,,,,,,,,,,,,,
428,7,2,26,2,22,2,2,2,2,2,,2,10,"trop âgé",,,,2,2,2,,,,,,,,,,,,,
428,7,2,29,2,22,2,2,2,2,2,,2,10,"elle exerce  aucune  emploi",,,,2,2,2,,,,,,,,,,,,,
428,7,2,22,1,,2,2,2,1,2,2,1,,,2,5,,,2,2,,,,,,,,,,,,,
428,7,2,23,2,22,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,7,2,9,2,22,2,2,2,2,2,,2,10,"trop âgé",,,,2,2,2,,,,,,,,,,,,,
428,7,2,18,2,22,2,2,2,2,2,,2,6,,,,,2,1,2,,,,,,,,,,,,,
428,7,2,14,2,22,2,2,2,2,2,,2,10,"top jeune",,,,2,2,2,,,,,,,,,,,,,
428,7,2,1,2,22,2,2,2,2,2,,2,10,"trop âgé",,,,2,2,2,,,,,,,,,,,,,
428,8,2,6,2,1,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,8,2,2,1,,2,2,2,2,2,,2,6,,,,,1,1,2,,,,,,,,,,,,,
428,8,2,11,2,1,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,8,2,7,2,1,2,2,2,2,2,,2,2,,,,,2,2,2,,,,,,,,,,,,,
428,8,2,1,1,,2,2,2,2,2,,2,6,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,12,1,,2,2,2,2,2,,2,2,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,13,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,10,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,9,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,6,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,9,2,7,1,,2,2,2,1,2,2,2,2,,,,,2,2,2,,,,,,,,,,,,,
428,10,2,2,2,3,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
428,10,2,1,2,3,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
428,10,2,3,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
428,11,2,2,1,,2,2,2,2,2,,2,3,,,,,1,2,2,,,,,,,,,,,,,
428,11,2,7,1,,2,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,11,2,1,1,,2,2,2,1,2,1,2,2,,,,,2,2,2,,,,,,,,,,,,,
428,11,2,10,1,,2,2,2,2,2,,2,3,,,,,1,2,2,,,,,,,,,,,,,
428,12,2,2,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
428,12,2,12,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,12,2,3,1,,1,2,1,1,2,1,1,,,1,,,,2,1,1,2,,2,,1,2022,1035000,2,30,34500,3,1
428,12,2,4,1,,1,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
428,12,2,1,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,13,2,3,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
428,13,2,1,1,,2,2,2,1,2,2,2,8,,,,,1,1,2,,,,,,,,,,,,,
429,1,1,20,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,1,1,3,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,1,1,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,1,1,11,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,1,1,16,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,1,1,4,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,1,1,9,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,2,1,14,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,2,1,15,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,2,1,13,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,2,1,7,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,2,1,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,2,1,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,3,1,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
429,3,1,2,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
