"grappe","menage","vague","s16dq01","s16dq02a","s16dq02b","s16dq02b_autre","s16dq02c","s16dq03a","s16dq03b","s16dq03b_autre","s16dq03c","s16dq04","s16dq05a","s16dq05b","s16dq05b_autre","s16dq05c","s16dq05d","s16dq06","s16dq07","s16dq08","s16dq08_autre","s16dq09","s16dq10","s16dq11","s16dq11_autre","s16dq12","s16dq13a","s16dq13b","s16dq13b_autre","s16dq13c","s16dq14","s16dq14_autre","s16dq15","s16dq16","s16dq16_autre","s16dq17a","s16dq17b","s16dq17b_autre","s16dq17c","s16dq18","s16dq19","s16dq20__1","s16dq20__2","s16dq20__3","s16dq20__4","s16dq20__5","s16dq20__6","s16dq20__7","s16dq20__8","s16dq20__9","s16dq20_autre"
282,11,2,10,1,4,,2,3,4,,1,1,3,4,,300,2,200000,1,1,,2,,7,"jeter",1,60,1,,2,4,,2,3,,,,,,,2,,,,,,,,,,
282,12,2,4,6,4,,1,60,1,,1,2,,,,,,,,,,2,,,,1,4,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
282,12,2,10,4,3,,4,4,3,,1,1,26,3,,1500,1,275000,7,1,,2,,1,,1,4,3,,1,4,,2,3,,,,,,,2,,,,,,,,,,
282,12,2,1,500,1,,1,100,1,,1,2,,,,,,,,,,2,,,,1,8,3,,2,1,,2,6,"garder pour autoconsomation",,,,,,2,,,,,,,,,,
283,1,1,1,0,,,,9,18,,1,2,,,,,,,,,,2,,,,1,81,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,1,1,4,30,1,,2,20,1,,1,2,,,,,,,,,,2,,,,1,50,1,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,2,1,10,1,3,,4,1,3,,1,2,,,,,,,,,,2,,,,1,6,4,,1,3,,1,,,6,4,,1,15000,1,0,0,0,0,0,0,1,0,0,
283,2,1,1,0,,,,4,18,,1,2,,,,,,,,,,2,,,,1,28,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,3,1,10,1,3,,4,1,3,,1,1,12,4,,1200,1,120000,6,4,,2,,1,,1,7,4,,1,4,,2,3,,,,,,,2,,,,,,,,,,
283,3,1,4,30,1,,1,30,1,,1,2,,,,,,,,,,2,,,,1,200,1,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,3,1,1,0,,,,5,18,,1,2,,,,,,,,,,2,,,,1,45,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,5,1,1,0,,,,3,18,,1,2,,,,,,,,,,2,,,,1,27,18,,1,3,,1,,,6,18,,1,250,1,0,0,0,0,0,0,1,0,0,
283,5,1,10,2,12,,4,3,12,,1,1,3,4,,300,1,32250,3,1,,2,,1,,1,7,4,,1,2,,1,,,4,4,,1,350,2,,,,,,,,,,
283,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,1,10,50,1,,4,6,12,,1,1,2,4,,200,1,25000,1,1,,1,20000,1,,1,5,4,,1,5,"paiement de dette",2,1,,,,,,,2,,,,,,,,,,
283,7,1,1,0,,,,7,18,,1,2,,,,,,,,,,2,,,,1,63,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,8,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,1,17,3,,1,2,,1,,,14,3,,1,15000,1,0,0,0,0,0,0,1,0,0,
283,8,1,1,12,1,,2,2,18,,1,2,,,,,,,,,,2,,,,1,37,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,9,1,1,0,,,,16,18,,1,2,,,,,,,,,,2,,,,1,144,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,9,1,10,2,3,,1,0,,,,2,,,,,,,,,,2,,,,1,13,3,,1,3,,1,,,13,3,,1,250,2,,,,,,,,,,
283,10,1,10,10,1,,4,0,,,,2,,,,,,,,,,2,,,,1,6,4,,1,5,"vente pour acheter de la nourriture",1,,,5,4,,1,300,2,,,,,,,,,,
283,11,1,4,60,1,,2,40,1,,2,2,,,,,,,,,,2,,,,1,4,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,11,1,1,20,1,,2,5,18,,1,2,,,,,,,,,,2,,,,1,50,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
283,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,13,1,1,4,18,,1,10,18,,1,2,,,,,,,,,,2,,,,1,90,18,,1,1,,1,,,100,1,,2,250,2,,,,,,,,,,
283,13,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,1,30,3,,1,2,,1,,,30,3,,1,15000,2,,,,,,,,,,
283,13,1,4,10,1,,2,0,,,,2,,,,,,,,,,2,,,,1,3,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,1,2,1,5,3,,2,1,3,,2,2,,,,,,,,,,2,,,,1,7,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,1,2,10,1,3,,3,0.5,3,,2,1,10,4,,1000,1,200000,1,1,,1,40000,3,,1,1,2,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,2,2,1,4,3,,2,0,,,,2,,,,,,,,,,2,,,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,2,2,10,2,3,,2,0,,,,1,5,19,"le gros sac",100,1,75000,1,1,,1,25000,3,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,4,2,10,20,4,,2,4,2,,2,1,15,4,,15,2,200000,7,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
284,4,2,1,3,4,,2,2,4,,2,1,15,4,,15,2,500000,7,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
284,5,2,10,0,,,,1,3,,1,1,6,4,,600,1,500000,1,1,,2,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
284,5,2,1,1,3,,2,1,3,,2,1,1,3,,50,2,100000,1,1,,2,,1,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,6,2,1,9,3,,2,1,3,,2,1,5,3,,250,2,62000,1,1,,2,,4,,1,8,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
284,6,2,10,2,3,,3,5,10,,1,1,1,19,"tonne",1000,1,150000,1,1,,1,40000,1,,1,3,3,,2,4,,2,1,,,,,,,2,,,,,,,,,,
284,7,2,10,0,,,,50,1,,1,1,300,1,,300,1,85000,1,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
284,7,2,1,350,1,,4,50,1,,1,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
284,8,2,1,3,4,,2,20,18,,1,2,,,,,,,,,,2,,,,1,400,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
284,8,2,4,10,4,,4,200,1,,2,2,,,,,,,,,,2,,,,1,600,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
284,8,2,10,2,4,,4,0,,,,1,40,4,,4000,1,1000000,1,4,,2,,1,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,
284,9,2,26,300,16,,5,50,16,,3,1,1000,16,,1000,3,150000,1,2,,2,,7,"dans le champ",2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,
284,9,2,24,1,1,,5,0,,,,1,50,1,,50,3,100000,1,1,,2,,1,,2,,,,,,,,,,,,,,,1,0,2,0,1,0,0,0,0,0,
284,9,2,1,200,1,,2,100,1,,2,2,,,,,,,,,,2,,,,1,700,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
284,9,2,10,20,1,,2,105,1,,1,1,1000,1,,1000,1,250000,1,1,,2,,1,,1,300,1,,1,4,,2,3,,,,,,,2,,,,,,,,,,
284,10,2,10,1,4,,4,1,3,,1,1,6,4,,600,1,150000,6,1,,1,180000,3,,1,2,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
284,10,2,1,2,4,,2,1,3,,2,1,1,4,,100,1,22500,6,1,,2,,1,,1,2,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
284,11,2,10,100,2,,2,120,1,,2,1,1400,1,,1400,1,420000,1,1,,2,,1,,1,800,1,,1,1,,2,3,,,,,,,2,,,,,,,,,,
284,11,2,1,600,1,,2,600,1,,2,1,800,1,,800,2,216000,1,1,,2,,1,,1,500,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
284,11,2,4,200,1,,2,550,1,,2,1,4000,1,,4000,2,1080000,1,1,,2,,1,,1,1200,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
284,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1,1,10,0,,,,2,4,,1,1,18,4,,990,1,247500,1,4,,2,,1,,1,20,4,,1,3,,1,,,12,4,,1,375,1,0,0,0,0,0,0,1,0,0,
285,1,1,4,50,1,,2,2,4,,2,2,,,,,,,,,,2,,,,1,13,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
285,2,1,10,10,1,,4,0,,,,2,,,,,,,,,,2,,,,1,7,4,,1,3,,1,,,7,4,,1,300,1,0,0,0,0,0,0,1,0,0,
285,2,1,1,200,1,,2,9,18,,1,2,,,,,,,,,,2,,,,1,4810,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
285,3,1,1,1,18,,1,0,,,,2,,,,,,,,,,2,,,,1,74,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,3,1,10,1,4,,4,0,,,,2,,,,,,,,,,2,,,,1,6,4,,1,2,,1,,,5,4,,1,15000,1,0,0,0,0,0,0,1,0,0,
285,4,1,1,150,1,,2,150,18,,1,2,,,,,,,,,,2,,,,1,200,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,4,1,10,60,1,,4,2,3,,1,2,,,,,,,,,,2,,,,1,10,4,,1,3,,1,,,7,4,,1,300,2,,,,,,,,,,
285,5,1,4,0,,,,0,,,,2,,,,,,,,,,2,,,,1,8,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
285,5,1,1,3,18,,1,5,18,,1,2,,,,,,,,,,2,,,,1,65,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,5,1,10,30,1,,4,1,3,,1,2,,,,,,,,,,2,,,,1,10,3,,1,2,,1,,,7,3,,1,15000,1,0,0,0,0,0,0,1,0,0,
285,6,1,1,0,,,,35,18,,1,2,,,,,,,,,,2,,,,1,350,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,6,1,10,50,3,,4,2,4,,1,2,,,,,,,,,,2,,,,1,10,4,,1,3,,1,,,8,4,,1,350,1,0,0,0,0,0,0,1,0,0,
285,6,1,4,0,,,,0,,,,2,,,,,,,,,,2,,,,1,10,3,,2,3,,1,,,5,3,,2,12500,2,,,,,,,,,,
285,7,1,1,20,1,,2,10,1,,2,2,,,,,,,,,,2,,,,1,48,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,7,1,10,25,1,,4,0,,,,2,,,,,,,,,,2,,,,1,17,3,,1,2,,1,,,13,3,,1,15000,2,,,,,,,,,,
285,8,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,1,23,4,,1,3,,1,,,20,4,,1,300,2,,,,,,,,,,
285,8,1,4,70,1,,1,60,1,,1,1,14,4,,1400,1,375000,1,1,,2,,7,"tout vendu",2,,,,,,,,,,,,,,,2,,,,,,,,,,
285,9,1,1,12,1,,2,5,18,,1,2,,,,,,,,,,2,,,,1,253,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,11,1,1,25,1,,2,3,18,,1,2,,,,,,,,,,2,,,,1,105,18,,1,1,,1,,,20,18,,1,2000,2,,,,,,,,,,
285,11,1,10,1,3,,4,1,3,,1,2,,,,,,,,,,2,,,,1,24,3,,1,2,,1,,,18,3,,1,15000,2,,,,,,,,,,
285,12,1,10,1,4,,4,0,,,,2,,,,,,,,,,2,,,,1,8,4,,1,2,,1,,,7,4,,1,300,1,0,0,0,0,0,0,1,0,0,
285,12,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,1,8,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
285,12,1,4,0,,,,0,,,,2,,,,,,,,,,2,,,,1,10,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
285,13,1,4,1,3,,1,1,3,,1,2,,,,,,,,,,2,,,,1,8,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,13,1,1,0,,,,5,18,,1,2,,,,,,,,,,2,,,,1,35,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
285,13,1,10,1,4,,4,1,4,,1,1,2,4,,200,1,22500,1,2,,2,,1,,1,10,4,,1,3,,1,,,3,4,,1,250,2,,,,,,,,,,
286,1,2,4,0,,,,0,,,,1,9999,19,"il n,as pas estimer il m'a dit que les banabanas ont tous acheter le jour tout a 200000f",9999,1,200000,1,7,"vendu sur place a des bana bana",2,,7,"pas d stockage c vendu le jour",2,,,,,,,,,,,,,,,2,,,,,,,,,,
286,1,2,10,5,4,,1,2,4,,1,1,6,4,,600,1,500000,1,1,,2,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
286,1,2,1,4,4,,1,2,4,,1,2,,,,,,,,,,2,,,,1,4,4,,1,1,,2,6,"uniquement pour semence et autoconsommation",,,,,,2,,,,,,,,,,
286,2,2,1,250,1,,2,200,1,,2,1,500,1,,500,2,112500,1,1,,2,,1,,1,250,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,2,2,10,150,1,,2,200,18,,2,1,1000,1,,1000,1,240000,1,1,,2,,1,,1,250,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,2,2,4,200,1,,2,200,1,,2,1,400,1,,400,2,110000,1,1,,2,,1,,1,400,1,,2,4,,2,3,,,,,,,1,0,0,0,0,0,0,1,0,0,
286,3,2,4,800,1,,2,0,,,,2,,,,,,,,,,2,,,,1,200,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
286,3,2,10,6,4,,4,800,1,,1,1,4400,1,,4400,1,1100000,1,2,,2,,1,,1,750,1,,2,1,,2,3,,,,,,,1,0,0,0,0,0,0,1,0,0,
286,3,2,1,1000,1,,2,12,18,,2,1,400,1,,400,2,70000,1,1,,2,,1,,1,1200,1,,2,1,,2,3,,,,,,,1,0,0,0,0,0,0,1,0,0,
286,4,2,1,3,4,,2,1,4,,2,1,3,4,,300,2,67500,1,1,,2,,3,,1,3,4,,2,1,,2,3,,,,,,,2,,,,,,,,,,
286,4,2,10,5,3,,4,3,4,,1,1,8,4,,800,1,500000,1,1,,2,,3,,1,7,4,,1,3,,,,,,,,,,2,,,,,,,,,,
286,5,2,26,50,16,,5,20,16,,3,1,1000,16,,1000,3,350000,1,1,,2,,4,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,
286,5,2,1,5,3,,2,3,3,,2,1,6,3,,600,2,150000,1,1,,2,,4,,1,7,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,5,2,10,2,3,,3,1,4,,1,1,10,4,,1000,1,120000,1,1,,1,50000,3,,1,5,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
286,6,2,1,3,3,,2,0,,,,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,6,2,10,0.5,3,,2,0,,,,1,14,19,"gros sac",1000,1,120000,8,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
286,6,2,4,4,3,,2,0,,,,2,,,,,,,,,,2,,,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,7,2,26,60,16,,5,40,16,,3,1,300,16,,300,3,150000,1,2,,2,,2,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,
286,7,2,10,3,4,,4,10,12,,1,1,2400,1,,2400,1,600000,1,1,,2,,1,,1,150,1,,2,4,,2,3,,,,,,,1,0,0,0,0,1,0,2,0,0,
286,7,2,1,5,4,,2,2,4,,1,2,,,,,,,,,,2,,,,1,200,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
286,8,2,4,4,3,,2,0,,,,2,,,,,,,,,,2,,,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,8,2,1,4,3,,2,1,3,,2,1,5,3,,500,2,80000,1,1,,2,,3,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
286,8,2,10,3,3,,2,100,1,,2,1,7,4,,7000,2,100000,1,1,,1,90000,3,,1,2,3,,2,1,,2,3,,,,,,,2,,,,,,,,,,
286,9,2,65,0,,,,0,,,,1,57,18,,57,3,10000,3,2,,2,,6,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,
286,9,2,10,200,1,,2,550,1,,2,1,1850,1,,1850,2,444000,1,1,,2,,1,,1,11,3,,2,1,,2,1,,,,,,,1,0,0,0,0,0,0,1,0,0,
286,9,2,4,300,1,,2,100,1,,2,1,105,1,,105,2,28875,1,1,,2,,1,,1,3,4,,2,1,,2,3,,,,,,,1,0,0,0,0,1,0,2,0,0,
286,9,2,1,400,1,,2,360,1,,2,2,,,,,,,,,,2,,,,1,400,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
286,9,2,20,10,18,,5,0,,,,1,50,18,,50,3,11000,7,2,,2,,6,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,
286,10,2,1,5,4,,2,3,4,,2,1,2,4,,200,2,50000,1,1,,2,,3,,1,7,4,,2,1,,2,6,"uniquement pour autoconsomation",,,,,,2,,,,,,,,,,
286,10,2,10,2,3,,1,2,3,,1,1,14,3,,700,1,175000,1,1,,2,,3,,1,4,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
286,10,2,4,2,3,,2,1,3,,2,1,30,3,,1500,1,150000,1,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
286,11,2,1,4,3,,4,0,,,,1,1,3,,50,1,10000,1,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
286,11,2,10,2,3,,4,1,3,,1,1,5,3,,250,1,55000,1,1,,2,,3,,1,5,3,,1,1,,2,3,,,,,,,2,,,,,,,,,,
286,12,2,10,50,1,,3,1,2,,1,1,4,4,,400,1,130000,5,4,,1,60000,3,,1,100,1,,2,1,,2,3,,,,,,,1,0,0,0,0,0,1,2,0,0,
286,12,2,1,200,1,,2,10,1,,2,2,,,,,,,,,,2,,,,1,50,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
287,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2,1,1,2,18,,1,10,18,,1,2,,,,,,,,,,2,,,,1,100,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,2,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,1,30,4,,1,2,,1,,,20,4,,1,350,1,0,0,0,0,0,0,1,0,0,
287,3,1,1,1,3,,2,20,18,,1,2,,,,,,,,,,2,,,,1,209,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,3,1,10,2,4,,4,0,,,,2,,,,,,,,,,2,,,,1,48,4,,1,3,,1,,,38,4,,1,250,1,0,0,0,0,0,0,1,0,0,
287,4,1,1,0,,,,20,18,,1,2,,,,,,,,,,2,,,,1,200,18,,1,3,,1,,,180,18,,1,300,2,,,,,,,,,,
287,4,1,4,200,1,,2,100,1,,2,2,,,,,,,,,,2,,,,1,900,1,,2,5,"vendre et consommation",1,,,400,1,,2,300,2,,,,,,,,,,
287,4,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,1,32,4,,1,5,"vendre et consommation",1,,,20,4,,1,300,2,,,,,,,,,,
287,5,1,4,20,1,,2,50,1,,2,2,,,,,,,,,,2,,,,1,1100,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
287,5,1,1,50,1,,2,10,18,,1,2,,,,,,,,,,2,,,,1,100,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,5,1,10,50,1,,4,0,,,,1,2,4,,200,1,20000,2,2,,2,,1,,1,20,4,,1,3,,1,,,15,4,,1,300,2,,,,,,,,,,
287,6,1,10,20,1,,4,1,10,,1,2,,,,,,,,,,2,,,,1,44,4,,1,2,,1,,,35,4,,1,20000,1,0,0,0,0,0,0,1,0,0,
287,6,1,1,1,18,,1,0,,,,2,,,,,,,,,,2,,,,1,80,18,,1,1,,1,,,30,18,,1,1500,2,,,,,,,,,,
287,7,1,10,2,4,,4,2,4,,1,2,,,,,,,,,,2,,,,1,20,4,,1,3,,1,,,14,4,,1,350,2,,,,,,,,,,
287,7,1,1,50,1,,2,100,18,,1,2,,,,,,,,,,2,,,,1,400,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,8,1,10,1,3,,4,2,3,,1,2,,,,,,,,,,2,,,,1,70,3,,1,2,,1,,,60,3,,1,15000,2,,,,,,,,,,
287,8,1,1,4,18,,1,5,18,,1,2,,,,,,,,,,2,,,,1,53,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,8,1,4,20,1,,2,0,,,,2,,,,,,,,,,2,,,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
287,9,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,1,40,4,,1,2,,1,,,30,4,,1,25000,1,0,0,0,0,0,0,1,0,0,
287,9,1,4,1,3,,1,0,,,,2,,,,,,,,,,2,,,,1,17,3,,1,1,,1,,,5,3,,1,5000,2,,,,,,,,,,
287,9,1,1,3,18,,1,10,18,,1,2,,,,,,,,,,2,,,,1,137,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,10,1,1,10,18,,1,11,18,,1,2,,,,,,,,,,1,11,,,1,110,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,10,1,10,2,4,,4,4,4,,1,1,4,4,,400,1,40000,1,1,,2,,1,,1,40,4,,1,2,,1,,,35,4,,1,500,1,0,0,0,0,0,0,1,0,0,
287,11,1,1,0,,,,12,18,,1,2,,,,,,,,,,2,,,,1,110,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
287,11,1,10,0,,,,1,4,,1,2,,,,,,,,,,2,,,,1,24,4,,1,3,,1,,,18,4,,1,300,2,,,,,,,,,,
287,12,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,1,700,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
288,1,2,1,400,1,,2,100,1,,1,1,500,1,,500,1,110000,1,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
288,1,2,10,1,4,,4,1,3,,1,1,3,4,,300,1,30000,1,1,,2,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
288,2,2,1,5,3,,2,1,3,,2,2,,,,,,,,,,2,,,,1,6,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
288,2,2,10,2,3,,3,0,,,,1,6,19,"gros sac",6000,1,80000,3,1,,1,30000,3,,1,3,3,,2,1,,2,3,,,,,,,2,,,,,,,,,,
288,3,2,10,5,4,,2,2,4,,1,1,6,4,,600,1,9999,1,1,,2,,3,,1,3,4,,1,1,,2,3,,,,,,,2,,,,,,,,,,
288,3,2,1,14,4,,2,2,4,,1,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
288,4,2,4,3,3,,2,0,,,,1,3,3,,150,2,52500,1,1,,2,,3,,1,5,3,,2,1,,1,,,1,3,,2,400,2,,,,,,,,,,
288,4,2,1,5,3,,2,2,3,,2,1,4,3,,200,2,60000,1,1,,2,,3,,1,6,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
288,4,2,10,2,3,,3,3,19,"gros sac",1,1,2,19,"tonne",2000,1,250000,1,1,,1,60000,4,,1,3,3,,2,1,,2,3,,,,,,,2,,,,,,,,,,
288,5,2,10,2,4,,4,4,12,,1,1,6,3,,300,1,72000,1,1,,2,,1,,1,6,4,,1,1,,1,,,2,4,,1,250,1,0,0,0,0,0,0,1,0,0,
288,5,2,1,400,1,,2,50,1,,2,1,100,1,,100,2,20000,1,1,,2,,1,,1,250,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
288,6,2,10,5,4,,4,3,4,,1,1,42,4,,4200,1,1000000,1,1,,2,,3,,1,300,1,,1,1,,2,6,"uniquement pour autoconsomation et semence",,,,,,2,,,,,,,,,,
288,6,2,1,5,4,,2,4,4,,1,1,8,4,,800,1,280000,1,1,,2,,3,,1,8,4,,1,3,,,,,,,,,,2,,,,,,,,,,
288,7,2,1,4,4,,2,53,18,,1,1,1000,1,,1000,2,250000,1,1,,2,,1,,1,3,4,,2,1,,2,1,,,,,,,1,0,0,0,0,0,0,1,0,0,
288,7,2,10,442,1,,4,60,18,,1,1,1800,1,,1800,1,450000,1,1,,2,,1,,1,7,4,,1,1,,2,3,,,,,,,1,0,0,0,0,0,0,1,0,0,
288,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,10,2,1,5,3,,3,2,3,,2,2,,,,,,,,,,2,,,,1,3,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
288,10,2,10,1.5,3,,3,2,19,"gros sac",1,1,2,19,"tonnes",2000,1,250000,1,1,,1,80000,3,,1,2,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
288,11,2,1,100,1,,2,8,18,,1,1,200,1,,200,2,45000,3,1,,2,,1,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,
288,11,2,10,200,1,,4,15,18,,1,1,600,1,,600,1,135000,3,1,,2,,1,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,
288,12,2,1,4,3,,2,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
289,1,1,4,10,1,,2,0,,,,2,,,,,,,,,,2,,,,1,8,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
289,1,1,1,50,1,,1,20,18,,1,2,,,,,,,,,,2,,,,1,160,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
289,2,1,10,2,10,,1,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
289,2,1,1,3,18,,1,0,,,,2,,,,,,,,,,2,,,,1,80,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
289,3,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,1,60,4,,1,2,,1,,,60,18,,1,500,1,0,0,0,0,0,0,1,0,0,
289,3,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,1,200,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
289,4,1,1,0,,,,20,18,,1,2,,,,,,,,,,2,,,,1,300,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
289,4,1,10,5,1,,4,100,1,,1,1,50,1,,50,1,10000,5,1,,2,,1,,1,15,4,,1,2,,1,,,10,4,,1,5,1,0,0,0,0,0,0,1,0,0,
289,5,1,1,3,18,,1,10,18,,1,2,,,,,,,,,,2,,,,1,102,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
289,5,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
289,6,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,1,60,4,,1,3,,1,,,40,4,,1,350,2,,,,,,,,,,
289,6,1,1,0,,,,20,18,,1,2,,,,,,,,,,2,,,,1,200,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
