"grappe","menage","vague","s13q00","s13q01","s13q02","s13q03","s13q04","s13q05","s13q06","s13q07","s13q08","s13q09"
458,1,2,2,1,2,1,2,1,1,1,1,1
458,2,2,1,2,,1,1,2,2,2,2,1
458,3,2,2,2,,2,,2,2,2,2,0
458,4,2,9,1,1,1,1,2,1,1,2,1
458,5,2,1,2,,2,,2,1,2,2,1
458,6,2,3,1,1,2,,2,2,2,2,1
458,7,2,2,2,,2,,2,2,2,2,0
458,8,2,1,2,,1,2,1,2,2,2,1
458,9,2,1,2,,2,,2,2,2,2,0
458,10,2,1,1,2,2,,2,2,2,2,0
458,11,2,2,1,1,2,,2,1,2,2,1
458,12,2,1,2,,2,,2,2,2,2,0
459,1,1,11,2,,2,,2,2,2,2,0
459,2,1,1,2,,2,,2,2,2,2,0
459,4,1,9,2,,2,,2,2,2,2,0
459,5,1,7,2,,2,,2,2,2,2,0
459,6,1,8,2,,2,,2,2,2,2,0
459,7,1,1,2,,2,,2,2,2,2,0
459,9,1,1,2,,2,,2,2,2,2,0
459,10,1,1,2,,2,,2,2,2,2,0
459,13,1,2,2,,2,,2,2,2,2,0
459,14,1,2,2,,2,,2,2,2,2,0
459,15,1,2,2,,2,,2,2,2,2,0
459,16,1,1,2,,2,,2,2,2,2,0
460,1,2,3,2,,2,,2,1,2,2,1
460,2,2,2,1,2,1,2,2,2,2,2,0
460,3,2,13,2,,2,,2,1,1,2,1
460,4,2,10,2,,1,2,2,2,2,2,0
460,5,2,1,2,,2,,2,2,2,2,0
460,6,2,4,2,,2,,2,2,2,2,0
460,7,2,2,1,1,2,,2,2,2,2,1
460,8,2,6,1,2,1,2,2,2,2,2,0
460,9,2,1,2,,2,,2,2,2,2,0
460,11,2,1,2,,2,,2,2,2,2,0
460,12,2,1,2,,2,,2,2,2,2,0
460,13,2,2,1,2,2,,1,2,2,2,1
461,2,1,1,2,,2,,2,2,2,2,0
461,3,1,1,1,1,1,1,2,2,2,2,1
461,4,1,1,2,,2,,2,2,2,2,0
461,5,1,1,2,,2,,2,2,2,2,0
461,7,1,3,2,,2,,2,2,2,2,0
461,8,1,1,2,,2,,2,2,2,2,0
461,9,1,1,2,,2,,2,2,2,2,0
461,11,1,1,2,,2,,2,2,2,2,0
461,13,1,1,1,2,2,,2,2,2,2,0
461,14,1,3,2,,2,,2,2,2,2,0
461,15,1,2,1,1,2,,2,2,2,2,1
461,16,1,1,1,1,2,,1,1,2,1,1
462,1,2,1,1,1,2,,2,2,2,2,1
462,2,2,6,2,,2,,2,1,2,2,1
462,3,2,1,2,,1,1,2,2,2,2,1
462,4,2,2,2,,2,,2,1,1,2,1
462,5,2,2,1,1,2,,2,2,2,2,1
462,6,2,2,2,,2,,2,2,1,2,1
462,7,2,1,2,,2,,2,2,2,2,0
462,8,2,1,1,1,2,,2,2,2,2,1
462,9,2,1,1,1,2,,2,2,2,2,1
462,10,2,1,2,,2,,2,1,1,2,1
462,11,2,1,2,,2,,2,2,2,2,0
462,12,2,2,2,,2,,2,2,2,2,0
463,1,1,2,2,,2,,2,2,1,1,1
463,4,1,8,2,,2,,2,2,2,2,0
463,5,1,4,2,,2,,1,2,2,2,1
463,6,1,7,2,,2,,2,2,2,2,0
463,7,1,1,2,,2,,2,1,1,2,1
463,8,1,2,2,,2,,2,2,2,2,0
463,9,1,2,2,,2,,2,2,2,2,0
463,10,1,1,2,,2,,1,2,2,2,1
463,11,1,7,1,1,2,,1,2,1,1,1
463,12,1,14,1,1,2,,1,2,2,2,1
463,13,1,1,2,,2,,1,2,2,2,1
463,14,1,1,2,,2,,1,2,2,2,1
464,1,2,1,1,1,2,,1,2,2,2,1
464,2,2,2,2,,2,,2,2,2,2,0
464,3,2,2,2,,2,,2,2,2,2,0
464,4,2,1,1,1,2,,2,1,2,2,1
464,5,2,1,2,,2,,2,2,2,2,0
464,6,2,1,1,1,2,,2,1,2,2,1
464,7,2,1,2,,2,,2,2,2,2,0
464,8,2,1,1,2,2,,2,2,2,2,0
464,9,2,1,2,,2,,2,1,2,2,1
464,10,2,1,1,1,2,,2,2,2,2,1
464,11,2,1,1,2,2,,1,2,2,2,1
464,12,2,7,1,1,1,2,2,2,2,2,1
465,1,1,1,2,,2,,2,2,2,2,0
465,2,1,1,1,2,2,,2,1,2,2,1
465,3,1,1,2,,2,,2,2,2,2,0
465,4,1,1,2,,2,,2,2,2,2,0
465,5,1,2,2,,2,,2,1,2,2,1
465,6,1,1,1,1,2,,2,2,1,1,1
465,7,1,3,2,,1,2,2,2,2,2,0
465,8,1,4,2,,2,,1,2,2,2,1
465,9,1,1,2,,2,,1,1,2,2,1
465,10,1,1,2,,2,,2,2,2,2,0
465,11,1,1,2,,2,,2,2,2,2,0
465,12,1,5,2,,2,,2,2,2,2,0
466,1,1,2,2,,2,,2,1,2,2,1
466,2,1,1,2,,1,2,2,2,2,2,0
466,3,1,1,2,,2,,2,1,2,2,1
466,4,1,1,2,,1,2,2,2,2,2,0
466,5,1,1,2,,1,2,2,2,2,2,0
466,6,1,1,2,,2,,2,2,2,2,0
466,7,1,10,1,1,1,1,1,2,2,2,1
466,8,1,1,1,1,2,,2,1,2,1,1
466,9,1,8,2,,2,,2,1,1,2,1
466,10,1,1,1,1,2,,1,2,2,2,1
466,11,1,1,1,1,2,,2,1,2,1,1
466,12,1,10,2,,2,,1,2,2,2,1
467,1,2,1,2,,2,,2,2,2,2,0
467,2,2,1,2,,2,,2,2,2,2,0
467,3,2,1,2,,1,1,2,2,1,1,1
467,4,2,1,2,,1,1,1,2,2,2,1
467,5,2,1,2,,2,,2,1,2,2,1
467,6,2,2,2,,1,1,1,1,1,1,1
467,7,2,1,1,1,2,,1,2,2,2,1
467,8,2,1,2,,2,,2,1,2,2,1
467,9,2,1,2,,2,,2,2,2,2,0
467,10,2,6,2,,2,,2,2,2,2,0
467,11,2,1,2,,2,,2,1,1,1,1
467,12,2,1,2,,2,,2,2,2,2,0
468,1,1,1,2,,2,,2,2,2,2,0
468,2,1,4,2,,2,,2,2,2,2,0
468,3,1,1,2,,2,,2,2,2,2,0
468,4,1,2,1,2,1,2,2,2,2,2,0
468,5,1,1,2,,2,,2,2,2,2,0
468,6,1,2,2,,2,,2,2,2,2,0
468,7,1,1,2,,2,,2,2,2,2,0
468,8,1,2,2,,2,,2,2,2,2,0
468,9,1,13,2,,2,,2,2,2,2,0
468,11,1,1,2,,2,,2,2,2,2,0
468,12,1,1,2,,2,,2,2,2,2,0
468,13,1,1,2,,2,,2,2,2,2,0
469,1,2,5,1,1,1,2,1,1,2,2,1
469,3,2,2,1,1,2,,2,2,2,2,1
469,4,2,1,2,,2,,2,2,2,2,0
469,5,2,7,2,,1,1,2,2,2,2,1
469,6,2,1,1,1,2,,2,1,2,2,1
469,7,2,1,1,1,1,2,1,2,2,2,1
469,8,2,1,2,,2,,2,1,2,2,1
469,9,2,2,2,,2,,2,2,2,2,0
469,11,2,1,2,,2,,2,2,2,2,0
469,12,2,1,2,,1,2,2,1,2,2,1
469,13,2,2,2,,2,,2,1,2,2,1
469,14,2,2,1,1,2,,2,1,2,2,1
470,2,1,1,1,1,2,,1,1,1,1,1
470,4,1,2,1,1,1,1,1,1,1,1,1
470,5,1,11,1,1,2,,1,1,1,2,1
470,6,1,10,1,2,2,,1,1,1,1,1
470,7,1,1,2,,2,,2,2,2,2,0
470,8,1,15,1,2,2,,2,1,2,2,1
470,9,1,2,1,2,2,,2,2,2,2,0
470,10,1,7,1,1,1,1,1,1,1,1,1
470,11,1,1,2,,1,2,2,2,2,2,0
470,12,1,7,1,1,2,,1,1,1,1,1
470,13,1,1,2,,1,1,1,1,1,1,1
470,14,1,11,2,,1,1,2,1,2,1,1
471,1,2,1,1,1,2,,2,2,2,2,1
471,3,2,5,1,2,2,,2,2,2,2,0
471,4,2,1,2,,2,,1,2,2,2,1
471,5,2,1,1,1,2,,2,1,2,2,1
471,6,2,1,2,,2,,2,2,2,2,0
471,7,2,1,1,1,2,,2,2,2,2,1
471,8,2,22,2,,1,2,1,2,1,2,1
471,9,2,1,2,,2,,2,2,2,2,0
471,10,2,1,2,,1,2,2,2,2,2,0
471,11,2,4,2,,2,,2,2,2,2,0
471,12,2,8,1,1,2,,2,2,1,2,1
471,13,2,1,2,,2,,2,2,2,2,0
472,1,1,1,2,,2,,2,1,2,2,1
472,2,1,7,1,1,2,,2,2,2,2,1
472,3,1,2,2,,2,,1,1,2,2,1
472,4,1,2,2,,2,,2,2,2,2,0
472,5,1,1,1,1,2,,1,1,2,2,1
472,6,1,4,1,1,1,2,1,1,2,2,1
472,7,1,8,1,1,2,,2,1,2,2,1
472,8,1,1,2,,2,,2,2,2,2,0
472,9,1,1,1,1,2,,1,2,2,2,1
472,10,1,3,1,1,2,,1,1,2,2,1
472,11,1,1,2,,2,,2,2,2,2,0
472,12,1,13,2,,2,,2,2,2,2,0
473,1,2,2,1,2,1,2,2,2,2,2,0
473,3,2,1,1,1,2,,2,2,2,2,1
473,4,2,4,2,,2,,2,2,2,2,0
473,5,2,2,1,1,2,,2,2,2,2,1
473,6,2,1,1,1,1,1,2,2,2,2,1
473,7,2,8,2,,2,,2,2,2,2,0
473,8,2,1,2,,2,,2,1,2,2,1
473,9,2,1,1,1,2,,2,2,2,2,1
473,10,2,1,1,1,2,,1,1,2,2,1
473,11,2,1,1,1,2,,2,2,2,2,1
473,12,2,14,1,1,1,2,2,2,2,2,1
473,13,2,1,2,,2,,2,1,2,2,1
474,1,1,4,1,2,2,,2,2,2,2,0
474,2,1,1,2,,2,,2,2,1,2,1
474,3,1,1,2,,2,,2,2,2,2,0
474,4,1,7,2,,2,,2,2,2,2,0
474,5,1,1,2,,2,,2,2,2,2,0
474,6,1,7,2,,2,,2,2,2,2,0
474,7,1,13,2,,2,,2,2,2,2,0
474,8,1,2,2,,2,,2,2,2,2,0
474,10,1,1,2,,2,,2,2,2,2,0
474,11,1,4,2,,2,,2,2,2,2,0
474,12,1,1,1,2,2,,2,2,2,2,0
474,13,1,3,1,2,2,,2,2,1,1,1
475,1,2,1,2,,2,,2,2,2,2,0
475,2,2,1,2,,2,,2,2,2,2,0
475,3,2,1,2,,2,,2,2,2,2,0
475,4,2,3,2,,2,,2,2,2,2,0
475,5,2,1,2,,2,,2,2,2,2,0
475,6,2,1,2,,2,,2,2,2,2,0
475,7,2,1,2,,2,,2,2,2,2,0
475,8,2,1,2,,2,,2,2,2,2,0
475,9,2,1,2,,2,,2,2,2,2,0
475,10,2,2,2,,2,,2,2,2,2,0
475,11,2,1,2,,2,,2,2,2,2,0
475,12,2,1,2,,2,,2,2,2,2,0
476,1,2,1,1,1,2,,2,1,2,2,1
476,2,2,10,1,1,1,1,1,2,2,2,1
476,3,2,1,2,,2,,2,2,2,2,0
476,4,2,1,2,,2,,2,1,1,2,1
476,5,2,1,2,,2,,2,1,2,2,1
476,6,2,1,2,,2,,2,2,2,2,0
476,7,2,1,2,,2,,2,1,1,1,1
476,8,2,1,2,,2,,2,2,2,2,0
476,9,2,2,1,2,1,1,1,2,1,1,1
476,10,2,1,2,,2,,2,2,2,2,0
476,11,2,1,2,,1,1,2,1,2,2,1
476,12,2,1,2,,2,,2,2,2,2,0
477,3,1,1,1,1,2,,2,2,2,2,1
477,4,1,1,2,,2,,2,2,1,2,1
477,5,1,3,1,2,1,2,2,2,2,2,0
477,6,1,2,2,,2,,2,1,2,2,1
477,7,1,1,1,1,2,,1,1,2,2,1
477,8,1,14,1,1,2,,2,2,1,2,1
477,9,1,1,2,,2,,2,1,2,2,1
477,10,1,3,1,1,2,,2,2,2,2,1
477,11,1,7,1,2,2,,2,1,2,2,1
477,12,1,1,2,,2,,2,2,1,2,1
477,13,1,1,2,,2,,2,2,2,2,0
477,14,1,1,2,,2,,2,2,2,2,0
478,1,2,1,2,,2,,2,2,2,2,0
478,2,2,25,1,1,2,,2,2,2,2,1
478,3,2,4,2,,2,,2,2,2,2,0
478,4,2,1,1,1,1,2,1,2,2,2,1
478,5,2,1,1,1,1,2,1,2,2,2,1
478,7,2,1,1,1,1,2,1,2,2,2,1
478,8,2,16,1,1,1,1,1,2,2,2,1
478,9,2,1,2,,2,,2,2,2,2,0
478,10,2,1,2,,2,,2,2,2,2,0
478,11,2,1,1,1,2,,2,2,2,2,1
478,12,2,7,1,1,2,,2,2,2,2,1
478,13,2,1,1,1,1,1,1,1,2,1,1
479,1,1,1,2,,2,,2,2,2,2,0
479,2,1,51,1,1,1,2,2,2,2,2,1
479,3,1,1,1,1,1,1,2,1,2,2,1
479,4,1,1,1,1,1,1,1,2,2,2,1
479,5,1,2,2,,2,,2,2,1,2,1
479,6,1,1,2,,2,,2,1,2,2,1
479,7,1,3,2,,2,,1,2,2,2,1
479,8,1,10,2,,2,,2,2,2,2,0
479,9,1,10,2,,2,,2,2,2,2,0
479,10,1,1,1,1,1,1,1,2,2,2,1
479,11,1,1,1,1,2,,2,1,2,2,1
479,12,1,1,2,,2,,2,2,2,2,0
480,2,2,5,1,1,2,,2,2,2,2,1
480,3,2,1,2,,2,,2,2,2,2,0
480,4,2,1,2,,2,,2,1,2,1,1
480,5,2,1,2,,2,,2,2,2,2,0
480,6,2,1,2,,2,,2,2,2,2,0
480,7,2,1,2,,2,,2,2,2,2,0
480,8,2,1,1,1,2,,2,2,2,2,1
480,9,2,1,2,,2,,2,2,2,2,0
480,10,2,1,1,1,2,,1,1,2,2,1
480,11,2,1,2,,2,,2,1,2,1,1
480,12,2,1,2,,2,,2,2,2,2,0
480,13,2,1,2,,2,,2,2,2,2,0
481,1,1,3,2,,2,,1,1,1,2,1
481,2,1,2,1,2,2,,1,1,1,1,1
481,3,1,15,1,1,1,1,1,2,2,2,1
481,4,1,1,1,1,2,,1,2,2,1,1
481,5,1,1,2,,2,,1,2,2,1,1
481,6,1,8,1,1,2,,1,2,2,2,1
481,7,1,1,1,1,1,2,2,1,1,1,1
481,8,1,2,1,1,2,,2,2,1,2,1
481,9,1,9,1,1,1,1,1,1,1,1,1
481,10,1,1,1,1,2,,2,2,2,1,1
481,11,1,1,2,,2,,2,2,2,2,0
481,12,1,1,1,2,2,,2,2,2,2,0
482,1,2,1,1,1,2,,2,1,2,2,1
482,2,2,1,2,,2,,2,2,2,2,0
482,3,2,1,2,,2,,2,2,2,2,0
482,4,2,3,1,1,2,,2,2,2,2,1
482,5,2,1,1,1,2,,2,2,2,2,1
482,6,2,1,1,2,1,1,2,2,2,2,1
482,8,2,8,1,2,1,2,2,2,2,2,0
482,9,2,9,2,,2,,2,2,2,2,0
482,10,2,14,1,1,2,,2,2,2,2,1
482,11,2,2,1,1,2,,2,2,2,2,1
482,12,2,9,1,1,2,,2,2,2,2,1
482,13,2,1,1,2,2,,2,2,2,2,0
483,1,1,3,2,,1,1,2,2,1,2,1
483,2,1,2,1,1,1,2,2,2,1,2,1
483,3,1,7,2,,2,,2,2,2,2,0
483,4,1,1,1,2,2,,1,1,1,1,1
483,5,1,16,1,2,1,2,2,2,2,2,0
483,6,1,6,1,1,2,,2,2,2,2,1
483,7,1,1,2,,2,,2,2,2,2,0
483,8,1,1,1,1,2,,2,1,2,2,1
483,9,1,1,1,1,1,1,2,2,2,2,1
483,10,1,12,1,2,2,,2,2,2,2,0
483,11,1,11,2,,2,,1,2,2,2,1
483,12,1,19,2,,1,2,2,1,2,1,1
484,1,2,13,1,1,1,1,2,2,2,2,1
484,2,2,7,1,1,1,1,2,2,2,2,1
484,3,2,16,2,,2,,2,2,2,2,0
484,4,2,4,1,1,2,,2,2,2,2,1
484,5,2,1,1,2,2,,2,2,2,2,0
484,6,2,2,2,,2,,2,2,2,2,0
484,7,2,1,1,2,2,,2,2,2,2,0
484,8,2,1,1,1,1,2,2,2,2,2,1
484,9,2,1,1,1,2,,2,2,2,2,1
484,10,2,1,2,,2,,2,1,2,2,1
484,11,2,1,2,,1,1,2,2,2,2,1
484,12,2,1,1,2,2,,2,1,1,2,1
485,1,1,1,2,,2,,2,2,1,2,1
485,2,1,1,2,,2,,2,1,2,2,1
485,3,1,1,2,,1,2,2,1,2,2,1
485,4,1,1,2,,2,,1,2,1,2,1
485,5,1,4,2,,2,,2,1,2,2,1
485,6,1,7,1,1,2,,2,1,2,2,1
485,7,1,1,1,2,2,,2,2,2,2,0
485,8,1,3,1,1,2,,2,2,2,2,1
485,9,1,1,1,1,2,,2,2,2,2,1
485,10,1,3,2,,2,,2,2,2,2,0
485,11,1,2,1,1,1,1,2,2,1,2,1
485,12,1,2,1,1,2,,1,1,1,2,1
486,3,2,1,2,,2,,2,2,2,2,0
486,4,2,1,1,1,2,,2,2,2,2,1
486,5,2,7,2,,2,,2,2,2,2,0
486,6,2,1,1,1,2,,2,2,2,2,1
486,7,2,1,1,1,1,2,2,2,2,2,1
486,8,2,8,2,,2,,2,2,2,1,1
486,9,2,2,1,1,2,,2,2,2,2,1
486,10,2,1,2,,2,,2,1,2,2,1
486,11,2,1,2,,2,,2,1,2,2,1
486,12,2,1,1,2,1,1,2,2,2,2,1
486,13,2,1,2,,2,,2,1,2,2,1
486,14,2,2,2,,2,,2,2,2,2,0
487,1,1,1,2,,2,,2,2,1,2,1
487,2,1,1,2,,2,,2,1,2,2,1
487,3,1,1,2,,2,,2,2,2,2,0
487,4,1,7,2,,2,,2,2,2,2,0
487,5,1,2,2,,2,,2,2,2,2,0
487,7,1,1,2,,1,1,1,2,2,1,1
487,8,1,1,2,,2,,2,2,2,2,0
487,9,1,1,2,,2,,2,2,2,2,0
487,10,1,2,2,,2,,2,2,2,2,0
487,11,1,1,2,,2,,2,2,2,2,0
487,12,1,8,2,,2,,2,2,2,1,1
487,13,1,2,2,,2,,2,1,2,2,1
488,1,2,2,2,,2,,2,2,2,2,0
488,2,2,1,2,,2,,2,2,2,2,0
488,3,2,1,2,,2,,2,2,2,2,0
488,4,2,1,2,,2,,2,2,2,2,0
488,5,2,1,1,2,2,,2,2,2,2,0
488,6,2,1,2,,2,,2,2,2,2,0
488,7,2,2,2,,2,,2,2,2,2,0
488,8,2,1,1,2,2,,2,1,1,2,1
488,9,2,1,2,,2,,2,2,2,2,0
488,10,2,1,2,,2,,2,2,2,2,0
488,11,2,8,2,,2,,2,2,2,2,0
488,12,2,1,2,,2,,2,2,2,2,0
489,1,1,1,2,,2,,2,2,2,2,0
489,2,1,1,2,,2,,2,2,2,2,0
489,3,1,1,2,,2,,2,2,2,2,0
489,4,1,2,2,,2,,2,2,2,2,0
489,5,1,1,2,,2,,2,1,2,2,1
489,6,1,1,2,,2,,2,1,2,2,1
489,7,1,1,2,,2,,2,2,2,2,0
489,8,1,2,2,,2,,2,2,2,2,0
489,9,1,2,2,,2,,2,2,2,2,0
489,11,1,1,2,,2,,2,2,2,2,0
489,13,1,2,2,,2,,2,2,2,2,0
489,14,1,1,2,,2,,2,2,2,2,0
490,1,2,1,2,,2,,2,2,2,2,0
490,2,2,1,2,,2,,2,2,2,2,0
490,3,2,3,2,,2,,2,2,1,2,1
490,4,2,2,2,,2,,2,2,2,2,0
490,5,2,1,2,,2,,2,2,2,2,0
490,6,2,1,2,,2,,2,1,2,2,1
490,7,2,1,2,,2,,2,2,2,2,0
490,9,2,1,2,,2,,2,2,2,2,0
490,10,2,1,2,,2,,2,2,2,2,0
490,11,2,1,2,,2,,2,2,2,2,0
490,12,2,1,2,,2,,2,2,2,2,0
490,13,2,1,2,,2,,2,2,1,2,1
491,1,1,1,2,,2,,2,2,2,2,0
491,2,1,1,2,,2,,2,1,2,2,1
491,3,1,1,2,,2,,2,1,2,2,1
491,4,1,2,2,,2,,2,2,2,2,0
491,5,1,1,2,,2,,2,2,2,2,0
491,6,1,1,2,,2,,2,2,2,2,0
491,7,1,1,2,,2,,2,2,2,2,0
491,8,1,1,2,,2,,2,2,2,2,0
491,9,1,1,2,,2,,2,2,2,2,0
491,10,1,4,2,,2,,2,2,2,2,0
491,11,1,2,2,,2,,2,2,2,2,0
491,12,1,2,2,,2,,2,2,2,2,0
492,2,2,3,2,,2,,2,1,2,2,1
492,3,2,1,2,,2,,2,1,2,2,1
492,4,2,1,2,,2,,1,2,2,2,1
492,5,2,1,2,,2,,2,2,1,2,1
492,6,2,14,2,,2,,2,1,2,2,1
492,7,2,1,2,,2,,2,2,2,2,0
492,9,2,1,2,,2,,2,2,2,2,0
492,10,2,1,2,,2,,2,1,2,2,1
492,11,2,1,2,,2,,2,1,2,1,1
492,12,2,2,2,,2,,2,1,2,2,1
492,13,2,1,2,,2,,2,2,2,2,0
492,14,2,2,2,,2,,2,1,2,2,1
493,1,1,1,2,,2,,2,2,2,2,0
493,2,1,2,2,,2,,2,2,2,2,0
493,3,1,1,2,,2,,2,2,2,2,0
493,4,1,5,2,,2,,2,2,2,2,0
493,5,1,1,2,,2,,2,2,1,2,1
493,6,1,1,2,,2,,2,1,2,1,1
493,7,1,12,2,,2,,2,1,2,2,1
493,9,1,1,2,,1,1,1,2,2,2,1
493,10,1,17,2,,2,,2,2,2,2,0
493,11,1,2,2,,2,,2,2,2,2,0
493,12,1,1,2,,2,,1,2,2,2,1
493,13,1,7,2,,2,,2,2,2,2,0
494,1,2,1,2,,2,,2,1,2,2,1
494,3,2,1,2,,2,,2,2,2,2,0
494,4,2,1,2,,2,,2,2,2,2,0
494,6,2,1,2,,2,,2,2,1,2,1
494,8,2,1,2,,2,,2,2,2,2,0
494,9,2,1,2,,2,,2,1,2,2,1
494,10,2,5,1,1,2,,1,2,2,2,1
494,11,2,1,2,,2,,2,1,2,2,1
494,13,2,1,2,,2,,2,2,2,2,0
494,14,2,1,2,,2,,2,1,2,2,1
494,15,2,1,2,,2,,2,2,2,2,0
494,16,2,1,1,2,2,,2,2,2,2,0
495,1,1,1,2,,2,,2,2,2,2,0
495,2,1,2,2,,2,,2,2,2,2,0
495,3,1,1,1,2,2,,2,2,1,1,1
495,4,1,3,2,,2,,2,1,1,2,1
495,5,1,12,2,,2,,2,1,2,2,1
495,6,1,1,2,,1,2,2,1,2,2,1
495,7,1,1,2,,2,,2,2,2,2,0
495,8,1,2,2,,2,,2,2,2,2,0
495,10,1,1,2,,2,,2,2,2,2,0
495,11,1,1,2,,2,,2,1,1,2,1
495,12,1,1,2,,2,,2,1,2,2,1
495,13,1,2,2,,2,,2,2,2,2,0
496,1,2,6,1,1,2,,1,2,2,2,1
496,2,2,1,2,,2,,2,2,2,2,0
496,3,2,2,2,,2,,2,1,2,2,1
496,4,2,2,2,,2,,2,1,2,2,1
496,5,2,1,2,,2,,2,1,2,2,1
496,6,2,1,2,,2,,2,2,2,2,0
496,7,2,1,2,,2,,2,2,2,2,0
496,8,2,1,2,,2,,1,2,2,2,1
496,9,2,2,2,,2,,2,1,2,2,1
496,10,2,3,2,,2,,2,1,2,2,1
496,11,2,1,2,,2,,2,2,2,2,0
496,12,2,1,2,,2,,2,2,2,2,0
497,1,1,2,2,,2,,2,2,2,2,0
497,2,1,1,2,,1,2,2,1,2,2,1
497,4,1,3,2,,2,,2,2,1,2,1
497,5,1,3,2,,2,,2,2,2,2,0
497,6,1,4,1,2,1,2,1,1,2,1,1
497,7,1,1,2,,2,,2,2,2,2,0
497,8,1,3,2,,2,,2,2,1,1,1
497,9,1,5,1,2,1,2,2,2,2,2,0
497,10,1,1,1,1,1,2,1,2,2,2,1
497,11,1,5,2,,2,,2,2,1,2,1
497,12,1,2,2,,1,1,1,1,1,1,1
497,13,1,1,2,,2,,2,2,1,1,1
498,1,2,1,2,,2,,2,2,2,2,0
498,2,2,1,2,,2,,2,2,2,2,0
498,3,2,8,2,,2,,2,2,2,2,0
498,4,2,2,2,,2,,2,1,2,2,1
498,5,2,10,2,,2,,2,2,2,2,0
498,6,2,2,2,,2,,2,1,2,2,1
498,7,2,1,2,,2,,2,1,2,1,1
498,8,2,8,2,,2,,2,2,2,2,0
498,9,2,9,1,1,2,,2,2,2,2,1
498,10,2,1,2,,2,,2,2,1,2,1
498,11,2,1,2,,2,,2,2,2,2,0
498,12,2,1,2,,2,,2,1,2,2,1
499,1,1,1,1,2,2,,1,2,2,2,1
499,2,1,6,2,,2,,2,1,2,2,1
499,3,1,1,2,,2,,2,2,2,2,0
499,4,1,1,2,,2,,2,1,2,2,1
499,5,1,1,2,,2,,2,2,2,2,0
499,6,1,1,2,,2,,2,2,2,2,0
499,7,1,2,2,,2,,1,1,2,1,1
499,8,1,1,2,,2,,2,1,2,2,1
499,9,1,1,2,,2,,2,2,2,2,0
499,10,1,4,2,,2,,2,1,2,2,1
499,11,1,1,2,,2,,2,2,2,2,0
499,12,1,3,2,,2,,2,1,2,2,1
500,1,2,1,1,2,2,,2,1,2,2,1
500,2,2,1,1,2,2,,2,2,2,2,0
500,3,2,2,2,,2,,2,1,2,1,1
500,4,2,1,2,,1,1,1,1,1,2,1
500,5,2,1,2,,2,,2,2,2,2,0
500,6,2,1,2,,2,,2,1,2,2,1
500,7,2,2,2,,2,,2,1,2,1,1
500,8,2,2,2,,2,,2,1,2,2,1
500,9,2,1,2,,2,,2,2,2,2,0
500,10,2,1,2,,2,,2,2,1,2,1
500,11,2,2,2,,2,,2,2,2,2,0
500,12,2,1,2,,2,,2,2,2,2,0
501,1,1,1,2,,2,,2,2,1,2,1
501,2,1,8,2,,2,,2,1,2,2,1
501,3,1,2,2,,2,,2,1,2,2,1
501,4,1,3,2,,2,,2,2,2,2,0
501,5,1,7,2,,2,,2,2,2,2,0
501,6,1,1,2,,2,,2,1,2,2,1
501,7,1,2,2,,2,,2,1,2,2,1
501,9,1,2,2,,2,,2,2,2,2,0
501,10,1,2,2,,2,,2,1,2,2,1
501,11,1,9,2,,2,,2,2,2,2,0
501,12,1,3,2,,2,,2,2,2,2,0
501,13,1,2,2,,2,,2,2,2,2,0
502,1,2,1,2,,2,,2,1,2,1,1
502,2,2,1,2,,2,,2,1,2,2,1
502,3,2,2,2,,2,,2,1,2,2,1
502,4,2,1,1,2,2,,2,1,2,2,1
502,5,2,1,2,,2,,2,1,2,2,1
502,6,2,1,2,,2,,2,1,2,2,1
502,7,2,1,2,,2,,2,1,2,2,1
502,8,2,1,2,,2,,2,1,2,2,1
502,9,2,1,2,,2,,2,2,2,1,1
502,10,2,2,2,,2,,2,1,2,2,1
502,11,2,1,2,,2,,1,1,2,2,1
502,12,2,1,2,,2,,2,2,2,2,0
503,1,1,1,2,,2,,2,1,2,2,1
503,2,1,1,2,,2,,2,2,1,2,1
503,3,1,1,2,,2,,2,1,1,2,1
503,4,1,1,2,,2,,2,2,2,2,0
503,5,1,1,2,,2,,2,2,2,2,0
503,6,1,2,2,,2,,2,2,2,2,0
503,7,1,1,2,,2,,2,1,1,2,1
503,8,1,1,2,,2,,2,1,2,2,1
503,9,1,1,2,,2,,2,2,2,2,0
503,10,1,14,2,,2,,2,1,2,2,1
503,11,1,1,2,,2,,2,2,2,2,0
503,12,1,2,2,,2,,2,1,2,2,1
504,1,2,1,1,2,2,,2,2,2,2,0
504,2,2,1,1,1,2,,2,1,2,2,1
504,3,2,1,2,,2,,2,1,2,1,1
504,4,2,1,2,,2,,2,1,2,2,1
504,5,2,1,2,,2,,2,2,2,2,0
504,6,2,1,2,,2,,2,2,1,1,1
504,7,2,1,2,,2,,2,2,2,2,0
504,8,2,4,2,,2,,2,1,2,1,1
504,9,2,1,2,,2,,2,2,2,2,0
504,10,2,1,1,1,2,,2,2,2,2,1
504,11,2,1,2,,2,,2,2,2,2,0
504,12,2,1,2,,2,,2,1,2,2,1
505,1,1,8,2,,2,,2,2,2,2,0
505,2,1,1,2,,2,,2,2,2,2,0
505,3,1,1,2,,1,2,2,2,2,2,0
505,4,1,1,2,,1,2,2,2,2,2,0
505,5,1,1,2,,2,,2,2,2,2,0
505,6,1,1,2,,2,,2,2,2,2,0
505,7,1,5,2,,1,2,2,2,2,2,0
