"grappe","menage","vague","s20bq02","s20bq02a","s20bq02b"
468,5,1,6,1,2
468,5,1,5,1,1
468,5,1,4,1,1
468,6,1,3,1,4
468,6,1,9,1,4
468,6,1,5,1,1
468,6,1,8,1,1
468,6,1,1,2,3
468,6,1,2,1,2
468,6,1,4,2,2
468,6,1,6,1,1
468,6,1,7,1,1
468,7,1,8,2,3
468,7,1,6,1,1
468,7,1,4,2,2
468,7,1,9,1,4
468,7,1,3,1,4
468,7,1,5,1,4
468,7,1,2,1,3
468,7,1,7,1,1
468,7,1,1,1,3
468,8,1,1,1,1
468,8,1,8,1,1
468,8,1,6,1,1
468,8,1,3,1,1
468,8,1,4,1,1
468,8,1,7,1,1
468,8,1,9,1,3
468,8,1,5,1,1
468,8,1,2,1,3
468,9,1,7,1,1
468,9,1,3,2,4
468,9,1,4,1,3
468,9,1,6,1,2
468,9,1,8,2,1
468,9,1,2,1,2
468,9,1,9,2,2
468,9,1,1,1,2
468,9,1,5,1,3
468,11,1,6,1,1
468,11,1,8,1,1
468,11,1,7,1,1
468,11,1,4,1,1
468,11,1,1,1,1
468,11,1,3,1,1
468,11,1,9,1,1
468,11,1,2,1,2
468,11,1,5,1,1
468,12,1,2,1,2
468,12,1,1,1,3
468,12,1,7,1,1
468,12,1,5,1,3
468,12,1,8,1,2
468,12,1,4,1,1
468,12,1,3,1,3
468,12,1,6,1,2
468,12,1,9,1,3
468,13,1,2,2,2
468,13,1,6,1,1
468,13,1,5,1,1
468,13,1,3,2,3
468,13,1,8,1,2
468,13,1,9,1,1
468,13,1,1,2,1
468,13,1,4,1,3
468,13,1,7,1,2
469,1,2,4,1,1
469,1,2,8,1,2
469,1,2,5,1,1
469,1,2,6,1,2
469,1,2,9,1,1
469,1,2,1,2,3
469,1,2,2,2,3
469,1,2,3,1,3
469,1,2,7,1,1
469,3,2,6,1,2
469,3,2,1,1,3
469,3,2,2,1,3
469,3,2,3,1,3
469,3,2,9,1,3
469,3,2,5,1,2
469,3,2,8,1,3
469,3,2,7,1,2
469,3,2,4,1,3
469,4,2,3,1,1
469,4,2,4,1,1
469,4,2,5,1,1
469,4,2,8,1,1
469,4,2,6,1,1
469,4,2,2,2,4
469,4,2,1,2,4
469,4,2,9,2,1
469,4,2,7,1,1
469,5,2,8,1,3
469,5,2,5,1,3
469,5,2,7,1,3
469,5,2,3,1,4
469,5,2,4,1,3
469,5,2,6,1,3
469,5,2,1,1,3
469,5,2,2,1,3
469,5,2,9,1,3
469,6,2,6,2,3
469,6,2,9,1,3
469,6,2,8,1,2
469,6,2,5,1,1
469,6,2,3,1,3
469,6,2,4,1,1
469,6,2,7,2,1
469,6,2,1,1,2
469,6,2,2,1,1
469,7,2,9,1,3
469,7,2,1,1,3
469,7,2,4,1,2
469,7,2,2,1,3
469,7,2,3,1,3
469,7,2,7,1,2
469,7,2,8,1,3
469,7,2,5,1,3
469,7,2,6,1,3
469,8,2,2,1,1
469,8,2,3,1,1
469,8,2,9,2,1
469,8,2,6,1,1
469,8,2,5,1,1
469,8,2,7,1,1
469,8,2,8,1,1
469,8,2,1,2,1
469,8,2,4,1,1
469,9,2,5,1,1
469,9,2,7,1,1
469,9,2,9,2,1
469,9,2,3,1,1
469,9,2,2,1,1
469,9,2,6,1,1
469,9,2,8,1,1
469,9,2,4,1,1
469,9,2,1,1,1
469,11,2,3,1,3
469,11,2,8,1,3
469,11,2,4,1,3
469,11,2,9,1,3
469,11,2,7,1,3
469,11,2,5,1,3
469,11,2,2,1,3
469,11,2,1,1,3
469,11,2,6,1,3
469,12,2,5,1,1
469,12,2,1,2,3
469,12,2,3,1,3
469,12,2,2,1,1
469,12,2,6,2,3
469,12,2,4,1,1
469,12,2,8,1,3
469,12,2,7,1,1
469,12,2,9,1,3
469,13,2,3,1,1
469,13,2,5,1,1
469,13,2,4,1,1
469,13,2,1,1,1
469,13,2,6,1,1
469,13,2,2,1,1
469,13,2,9,2,1
469,13,2,8,1,1
469,13,2,7,1,1
469,14,2,1,1,2
469,14,2,6,1,2
469,14,2,2,1,2
469,14,2,9,1,1
469,14,2,7,1,1
469,14,2,5,1,2
469,14,2,8,1,1
469,14,2,3,1,3
469,14,2,4,1,2
470,2,1,1,1,2
470,2,1,6,1,1
470,2,1,8,2,1
470,2,1,9,1,3
470,2,1,4,2,3
470,2,1,3,1,1
470,2,1,7,1,2
470,2,1,2,1,3
470,2,1,5,2,3
470,4,1,1,1,1
470,4,1,8,1,3
470,4,1,9,1,1
470,4,1,4,1,3
470,4,1,5,1,2
470,4,1,7,1,3
470,4,1,6,1,2
470,4,1,2,1,2
470,4,1,3,1,2
470,5,1,9,1,2
470,5,1,6,1,2
470,5,1,1,1,3
470,5,1,5,1,4
470,5,1,3,1,3
470,5,1,7,1,1
470,5,1,4,1,1
470,5,1,8,1,2
470,5,1,2,1,2
470,6,1,5,1,1
470,6,1,9,1,4
470,6,1,1,1,1
470,6,1,6,1,1
470,6,1,7,1,1
470,6,1,2,1,4
470,6,1,3,1,1
470,6,1,4,1,3
470,6,1,8,1,1
470,7,1,9,1,4
470,7,1,6,1,1
470,7,1,4,1,1
470,7,1,8,1,1
470,7,1,3,2,4
470,7,1,5,1,1
470,7,1,7,1,1
470,7,1,1,1,1
470,7,1,2,2,4
470,8,1,9,1,3
470,8,1,3,1,4
470,8,1,5,1,3
470,8,1,7,1,1
470,8,1,8,1,1
470,8,1,2,1,3
470,8,1,4,1,2
470,8,1,6,1,2
470,8,1,1,1,3
470,9,1,1,1,2
470,9,1,6,1,2
470,9,1,2,1,2
470,9,1,9,1,1
470,9,1,3,1,3
470,9,1,7,1,1
470,9,1,5,1,2
470,9,1,8,1,1
470,9,1,4,2,2
470,10,1,6,1,1
470,10,1,8,1,2
470,10,1,9,1,2
470,10,1,1,1,2
470,10,1,2,1,2
470,10,1,3,1,4
470,10,1,7,1,1
470,10,1,5,1,3
470,10,1,4,1,2
470,11,1,6,1,1
470,11,1,2,2,3
470,11,1,9,1,1
470,11,1,3,1,4
470,11,1,1,2,2
470,11,1,4,2,2
470,11,1,8,1,1
470,11,1,5,2,1
470,11,1,7,1,2
470,12,1,3,1,1
470,12,1,2,1,3
470,12,1,7,1,1
470,12,1,6,1,1
470,12,1,1,1,1
470,12,1,8,1,1
470,12,1,5,1,1
470,12,1,9,1,1
470,12,1,4,1,1
470,13,1,2,1,1
470,13,1,9,1,4
470,13,1,4,1,2
470,13,1,6,1,3
470,13,1,5,1,4
470,13,1,7,1,2
470,13,1,1,1,3
470,13,1,8,1,2
470,13,1,3,1,4
470,14,1,6,1,1
470,14,1,3,1,1
470,14,1,9,1,1
470,14,1,1,1,1
470,14,1,7,1,1
470,14,1,4,1,1
470,14,1,5,1,1
470,14,1,2,1,1
470,14,1,8,1,1
471,1,2,3,1,1
471,1,2,9,2,4
471,1,2,6,1,1
471,1,2,5,1,1
471,1,2,8,1,1
471,1,2,2,1,1
471,1,2,7,1,1
471,1,2,4,1,1
471,1,2,1,1,1
471,3,2,7,1,3
471,3,2,9,1,3
471,3,2,3,1,3
471,3,2,4,1,2
471,3,2,1,1,3
471,3,2,6,1,3
471,3,2,8,1,3
471,3,2,2,2,3
471,3,2,5,1,3
471,4,2,9,2,4
471,4,2,3,1,1
471,4,2,4,1,1
471,4,2,6,1,1
471,4,2,7,1,1
471,4,2,1,1,1
471,4,2,2,1,1
471,4,2,8,1,1
471,4,2,5,1,1
471,5,2,1,1,3
471,5,2,6,1,3
471,5,2,9,1,3
471,5,2,3,1,3
471,5,2,4,1,2
471,5,2,2,1,3
471,5,2,7,1,3
471,5,2,5,1,3
471,5,2,8,1,3
471,6,2,4,1,1
471,6,2,9,1,1
471,6,2,6,1,1
471,6,2,5,1,1
471,6,2,8,1,1
471,6,2,3,1,1
471,6,2,1,1,1
471,6,2,7,1,1
471,6,2,2,1,1
471,7,2,8,1,1
471,7,2,3,1,3
471,7,2,2,1,2
471,7,2,5,1,2
471,7,2,9,1,1
471,7,2,7,1,1
471,7,2,6,1,1
471,7,2,4,1,2
471,7,2,1,1,2
471,8,2,6,1,3
471,8,2,7,1,3
471,8,2,4,1,3
471,8,2,9,1,3
471,8,2,1,1,3
471,8,2,5,1,3
471,8,2,8,1,3
471,8,2,2,1,3
471,8,2,3,1,3
471,9,2,3,1,3
471,9,2,7,1,1
471,9,2,8,1,1
471,9,2,1,1,1
471,9,2,2,1,1
471,9,2,9,1,1
471,9,2,5,1,3
471,9,2,4,1,3
471,9,2,6,1,1
471,10,2,3,1,1
471,10,2,7,1,1
471,10,2,9,1,1
471,10,2,1,2,4
471,10,2,8,1,1
471,10,2,6,1,1
471,10,2,4,1,1
471,10,2,2,2,4
471,10,2,5,1,1
471,11,2,5,1,1
471,11,2,3,1,1
471,11,2,1,1,1
471,11,2,6,1,1
471,11,2,8,1,1
471,11,2,9,1,1
471,11,2,2,1,1
471,11,2,4,2,1
471,11,2,7,1,1
471,12,2,3,1,3
471,12,2,2,1,3
471,12,2,5,1,3
471,12,2,7,1,2
471,12,2,8,1,2
471,12,2,4,1,3
471,12,2,1,1,3
471,12,2,6,1,3
471,12,2,9,1,3
471,13,2,6,1,1
471,13,2,3,1,1
471,13,2,9,2,4
471,13,2,2,2,4
471,13,2,4,1,1
471,13,2,8,1,1
471,13,2,5,1,1
471,13,2,1,2,4
471,13,2,7,1,1
472,1,1,2,1,1
472,1,1,9,1,1
472,1,1,3,1,1
472,1,1,4,1,1
472,1,1,7,1,1
472,1,1,6,1,1
472,1,1,1,1,1
472,1,1,5,1,1
472,1,1,8,1,1
472,2,1,3,1,3
472,2,1,5,1,2
472,2,1,7,1,2
472,2,1,9,1,2
472,2,1,1,1,3
472,2,1,4,1,3
472,2,1,2,1,2
472,2,1,6,1,2
472,2,1,8,1,2
472,3,1,5,1,1
472,3,1,7,1,1
472,3,1,2,1,1
472,3,1,8,1,1
472,3,1,9,2,2
472,3,1,6,1,1
472,3,1,4,1,1
472,3,1,1,1,2
472,3,1,3,2,3
472,4,1,1,1,3
472,4,1,3,1,3
472,4,1,9,1,2
472,4,1,8,1,1
472,4,1,6,1,1
472,4,1,5,1,2
472,4,1,7,1,1
472,4,1,4,1,2
472,4,1,2,1,3
472,5,1,1,1,1
472,5,1,9,1,1
472,5,1,4,1,1
472,5,1,7,1,1
472,5,1,6,1,1
472,5,1,2,1,1
472,5,1,3,1,1
472,5,1,8,1,1
472,5,1,5,1,1
472,6,1,4,1,1
472,6,1,8,1,1
472,6,1,7,1,1
472,6,1,1,1,2
472,6,1,2,1,1
472,6,1,3,1,2
472,6,1,9,1,1
472,6,1,5,1,2
472,6,1,6,1,1
472,7,1,1,1,1
472,7,1,9,1,2
472,7,1,7,1,2
472,7,1,8,1,2
472,7,1,5,1,2
472,7,1,6,1,2
472,7,1,2,1,1
472,7,1,4,1,1
472,7,1,3,1,1
472,8,1,1,1,2
472,8,1,9,1,1
472,8,1,7,1,1
472,8,1,8,1,1
472,8,1,3,1,1
472,8,1,5,1,1
472,8,1,6,1,1
472,8,1,4,1,1
472,8,1,2,1,1
472,9,1,4,1,1
472,9,1,5,1,1
472,9,1,8,1,1
472,9,1,6,1,1
472,9,1,9,1,1
472,9,1,7,1,1
472,9,1,1,1,1
472,9,1,3,1,1
472,9,1,2,1,2
472,10,1,8,1,1
472,10,1,2,1,1
472,10,1,4,1,1
472,10,1,7,1,1
472,10,1,3,1,1
472,10,1,6,1,1
472,10,1,5,1,1
472,10,1,1,1,1
472,10,1,9,1,2
472,11,1,3,1,3
472,11,1,2,1,3
472,11,1,8,1,2
472,11,1,1,1,2
472,11,1,6,1,2
472,11,1,7,1,1
472,11,1,9,1,3
472,11,1,4,1,2
472,11,1,5,1,2
472,12,1,3,1,2
472,12,1,4,1,2
472,12,1,6,1,1
472,12,1,5,1,3
472,12,1,8,1,2
472,12,1,7,1,1
472,12,1,9,1,2
472,12,1,2,1,3
472,12,1,1,1,3
473,1,2,4,1,2
473,1,2,5,1,2
473,1,2,7,1,1
473,1,2,2,2,1
473,1,2,9,1,1
473,1,2,8,1,2
473,1,2,3,1,3
473,1,2,6,1,2
473,1,2,1,1,1
473,3,2,3,1,3
473,3,2,8,1,3
473,3,2,2,1,2
473,3,2,5,1,2
473,3,2,6,2,3
473,3,2,1,1,2
473,3,2,9,1,2
473,3,2,4,1,2
473,3,2,7,1,2
473,4,2,6,1,1
473,4,2,5,1,1
473,4,2,3,1,1
473,4,2,9,1,1
473,4,2,1,2,4
473,4,2,8,1,1
473,4,2,7,1,1
473,4,2,4,1,1
473,4,2,2,2,4
473,5,2,2,1,3
473,5,2,3,2,3
473,5,2,8,1,2
473,5,2,1,1,2
473,5,2,9,1,3
473,5,2,6,1,2
473,5,2,5,1,2
473,5,2,4,1,3
473,5,2,7,1,3
473,6,2,7,1,2
473,6,2,1,1,2
473,6,2,4,1,2
473,6,2,5,1,2
473,6,2,6,1,2
473,6,2,9,1,3
473,6,2,8,1,2
473,6,2,2,1,2
473,6,2,3,1,3
473,7,2,6,1,2
473,7,2,7,1,1
473,7,2,1,1,2
473,7,2,2,1,2
473,7,2,5,1,2
473,7,2,9,1,1
473,7,2,4,1,1
473,7,2,8,1,1
473,7,2,3,1,2
473,8,2,8,1,1
473,8,2,4,1,1
473,8,2,1,2,1
473,8,2,2,2,4
473,8,2,3,1,1
473,8,2,7,1,1
473,8,2,9,2,1
473,8,2,5,1,1
473,8,2,6,1,1
473,9,2,2,1,2
473,9,2,1,1,1
473,9,2,9,1,1
473,9,2,7,1,1
473,9,2,6,1,1
473,9,2,4,1,1
473,9,2,3,1,3
473,9,2,8,1,1
473,9,2,5,1,2
473,10,2,5,1,4
473,10,2,4,1,4
473,10,2,3,1,4
473,10,2,8,1,2
473,10,2,1,2,1
473,10,2,7,1,1
473,10,2,2,2,2
473,10,2,6,2,1
473,10,2,9,1,2
473,11,2,9,1,2
473,11,2,7,2,2
473,11,2,1,1,2
473,11,2,8,1,2
473,11,2,4,1,2
473,11,2,2,1,2
473,11,2,6,1,2
473,11,2,3,1,2
473,11,2,5,1,3
473,12,2,7,1,1
473,12,2,2,2,1
473,12,2,5,1,3
473,12,2,4,1,2
473,12,2,1,1,2
473,12,2,8,1,1
473,12,2,6,1,2
473,12,2,3,1,3
473,12,2,9,1,1
473,13,2,7,1,2
473,13,2,6,1,3
473,13,2,2,1,3
473,13,2,9,1,2
473,13,2,5,1,2
473,13,2,4,1,3
473,13,2,3,1,2
473,13,2,1,1,2
473,13,2,8,1,2
474,1,1,2,2,4
474,1,1,3,2,2
474,1,1,4,1,2
474,1,1,5,1,2
474,1,1,7,1,1
474,1,1,6,1,3
474,1,1,1,2,4
474,1,1,9,1,4
474,1,1,8,1,1
474,2,1,5,1,3
474,2,1,9,1,2
474,2,1,4,1,2
474,2,1,3,1,3
474,2,1,8,1,3
474,2,1,6,1,2
474,2,1,1,1,3
474,2,1,2,1,2
474,2,1,7,1,3
474,3,1,2,2,2
474,3,1,6,2,2
474,3,1,3,2,3
474,3,1,5,2,3
474,3,1,8,1,2
474,3,1,1,2,3
474,3,1,4,2,2
474,3,1,9,1,2
474,3,1,7,1,1
474,4,1,4,1,2
474,4,1,8,1,2
474,4,1,1,2,3
474,4,1,7,1,2
474,4,1,5,2,2
474,4,1,6,1,2
474,4,1,3,1,2
474,4,1,9,1,3
474,4,1,2,2,2
474,5,1,7,1,2
474,5,1,3,1,3
474,5,1,4,2,2
474,5,1,1,1,3
474,5,1,6,1,3
474,5,1,9,1,2
474,5,1,5,1,3
474,5,1,8,1,3
474,5,1,2,1,2
474,6,1,7,1,1
474,6,1,3,1,3
474,6,1,8,1,1
474,6,1,5,1,3
474,6,1,9,1,4
474,6,1,1,1,2
474,6,1,2,1,1
474,6,1,4,2,1
474,6,1,6,1,1
474,7,1,3,1,4
474,7,1,5,1,1
474,7,1,8,1,1
474,7,1,1,1,3
474,7,1,9,1,2
474,7,1,7,1,1
474,7,1,6,1,1
474,7,1,2,1,3
474,7,1,4,1,3
474,8,1,9,1,3
474,8,1,6,1,1
474,8,1,2,1,2
474,8,1,8,1,2
474,8,1,7,1,1
474,8,1,5,1,3
474,8,1,1,1,2
474,8,1,4,1,2
474,8,1,3,1,3
474,10,1,7,2,3
474,10,1,8,2,4
474,10,1,5,2,3
474,10,1,2,2,4
474,10,1,3,2,3
474,10,1,9,2,4
474,10,1,4,2,3
474,10,1,6,2,3
474,10,1,1,2,3
474,11,1,2,1,3
474,11,1,1,2,4
474,11,1,9,1,2
474,11,1,3,1,3
474,11,1,4,2,1
474,11,1,5,1,2
474,11,1,8,2,2
474,11,1,6,1,2
474,11,1,7,1,2
474,12,1,8,1,3
474,12,1,4,1,2
474,12,1,7,1,3
474,12,1,1,1,3
474,12,1,3,1,4
474,12,1,5,1,3
474,12,1,2,1,3
474,12,1,6,1,4
474,12,1,9,1,3
474,13,1,2,1,4
474,13,1,6,1,1
474,13,1,4,1,4
474,13,1,1,2,4
474,13,1,7,1,1
474,13,1,9,1,1
474,13,1,3,2,4
474,13,1,5,1,2
474,13,1,8,1,2
475,1,2,5,1,2
475,1,2,3,1,4
475,1,2,4,1,2
475,1,2,8,1,1
475,1,2,9,1,1
475,1,2,7,1,1
475,1,2,1,1,1
475,1,2,6,1,2
475,1,2,2,1,1
475,2,2,8,1,3
475,2,2,6,2,3
475,2,2,3,1,3
475,2,2,5,1,3
475,2,2,4,1,2
475,2,2,9,1,3
475,2,2,2,1,3
475,2,2,1,1,3
475,2,2,7,1,3
475,3,2,4,1,1
475,3,2,1,2,3
475,3,2,3,1,1
475,3,2,6,1,1
475,3,2,7,1,1
475,3,2,5,1,1
475,3,2,2,1,1
475,3,2,9,1,1
475,3,2,8,1,1
475,4,2,8,1,3
475,4,2,3,1,3
475,4,2,7,1,3
475,4,2,1,1,3
475,4,2,6,1,3
475,4,2,9,1,3
475,4,2,4,1,3
475,4,2,2,1,3
475,4,2,5,1,3
475,5,2,4,2,1
475,5,2,6,1,3
475,5,2,3,1,3
475,5,2,8,1,3
475,5,2,9,1,3
475,5,2,1,1,3
475,5,2,2,1,3
475,5,2,5,1,3
475,5,2,7,1,2
475,6,2,4,1,1
475,6,2,6,1,1
475,6,2,9,1,2
475,6,2,7,1,1
475,6,2,8,1,1
475,6,2,5,1,1
475,6,2,3,1,1
475,6,2,2,1,1
475,6,2,1,1,1
475,7,2,3,1,1
475,7,2,6,1,1
475,7,2,9,2,1
475,7,2,1,1,1
475,7,2,5,1,1
475,7,2,7,1,1
475,7,2,2,1,1
475,7,2,4,1,1
475,7,2,8,1,1
475,8,2,1,1,1
475,8,2,5,1,1
475,8,2,4,1,1
475,8,2,7,1,1
475,8,2,2,1,1
475,8,2,9,1,1
475,8,2,3,1,1
475,8,2,6,1,1
475,8,2,8,1,1
475,9,2,6,1,1
475,9,2,9,1,1
475,9,2,4,1,1
475,9,2,8,1,1
475,9,2,7,1,1
475,9,2,3,1,1
475,9,2,5,1,1
475,9,2,1,1,1
475,9,2,2,1,1
475,10,2,6,1,1
475,10,2,8,1,1
475,10,2,2,2,3
475,10,2,3,1,2
475,10,2,9,1,2
475,10,2,7,1,2
475,10,2,4,1,3
475,10,2,1,2,3
475,10,2,5,1,3
475,11,2,4,1,3
475,11,2,5,1,3
475,11,2,7,1,1
475,11,2,8,1,1
475,11,2,9,1,1
475,11,2,1,1,3
475,11,2,3,1,4
475,11,2,2,1,1
475,11,2,6,1,2
475,12,2,6,1,2
475,12,2,2,2,2
475,12,2,7,1,2
475,12,2,8,1,2
475,12,2,4,1,3
475,12,2,5,1,2
475,12,2,3,1,3
475,12,2,1,2,2
475,12,2,9,1,1
476,1,2,7,1,1
476,1,2,3,1,3
476,1,2,8,1,1
476,1,2,9,2,3
476,1,2,2,1,1
476,1,2,5,1,3
476,1,2,4,1,1
476,1,2,6,1,1
476,1,2,1,1,2
476,2,2,5,1,3
476,2,2,8,1,2
476,2,2,9,1,2
476,2,2,7,1,2
476,2,2,6,1,2
476,2,2,2,1,3
476,2,2,1,2,3
476,2,2,3,1,3
476,2,2,4,1,3
476,3,2,3,1,3
476,3,2,7,1,1
476,3,2,6,1,1
476,3,2,5,1,2
476,3,2,9,1,3
476,3,2,4,1,2
476,3,2,8,1,2
476,3,2,2,2,2
476,3,2,1,1,3
476,4,2,9,1,3
476,4,2,5,1,2
476,4,2,1,2,3
476,4,2,8,1,2
476,4,2,4,1,1
476,4,2,6,1,2
476,4,2,3,1,3
476,4,2,2,1,2
476,4,2,7,1,1
476,5,2,3,1,1
476,5,2,6,1,1
476,5,2,1,1,1
476,5,2,7,1,1
476,5,2,5,1,1
476,5,2,8,1,1
476,5,2,4,2,3
476,5,2,2,1,1
476,5,2,9,2,2
476,6,2,4,1,1
476,6,2,5,1,2
476,6,2,6,1,1
476,6,2,7,1,2
476,6,2,1,1,2
476,6,2,9,1,2
476,6,2,2,1,2
476,6,2,8,1,2
476,6,2,3,1,2
476,7,2,5,1,2
476,7,2,2,1,2
476,7,2,1,1,3
476,7,2,8,1,2
476,7,2,4,1,1
476,7,2,7,1,1
476,7,2,6,1,1
476,7,2,3,1,3
476,7,2,9,1,3
476,8,2,7,1,1
476,8,2,1,1,3
476,8,2,2,1,1
476,8,2,6,1,1
476,8,2,8,1,1
476,8,2,3,1,4
476,8,2,5,1,3
476,8,2,9,1,3
476,8,2,4,1,1
476,9,2,7,1,1
476,9,2,6,1,1
476,9,2,1,1,3
476,9,2,8,1,1
476,9,2,9,2,3
476,9,2,3,1,4
476,9,2,2,1,1
476,9,2,5,1,3
476,9,2,4,1,1
476,10,2,3,1,2
476,10,2,1,1,1
476,10,2,4,1,2
476,10,2,7,1,2
476,10,2,9,1,2
476,10,2,6,1,1
476,10,2,5,1,2
476,10,2,2,1,1
476,10,2,8,1,2
476,11,2,7,1,1
476,11,2,5,1,1
476,11,2,8,1,1
476,11,2,1,1,2
476,11,2,4,1,1
476,11,2,3,1,3
476,11,2,6,1,1
476,11,2,2,1,1
476,11,2,9,2,4
476,12,2,1,2,3
476,12,2,9,1,2
476,12,2,8,1,2
476,12,2,4,1,2
476,12,2,6,1,2
476,12,2,2,2,3
476,12,2,5,1,2
476,12,2,3,2,3
476,12,2,7,1,1
477,3,1,8,1,3
477,3,1,4,1,2
477,3,1,7,1,2
477,3,1,6,1,2
477,3,1,3,1,2
477,3,1,9,1,2
477,3,1,2,1,2
477,3,1,1,1,2
477,3,1,5,1,2
477,4,1,5,2,2
477,4,1,3,1,2
477,4,1,1,1,2
477,4,1,7,1,2
477,4,1,9,1,2
477,4,1,6,1,4
477,4,1,8,1,2
477,4,1,2,1,3
477,4,1,4,2,3
477,5,1,7,1,2
477,5,1,5,1,2
477,5,1,3,1,2
477,5,1,8,1,2
477,5,1,4,1,2
477,5,1,9,1,2
477,5,1,1,1,2
477,5,1,6,1,2
477,5,1,2,1,2
477,6,1,8,1,3
477,6,1,6,1,3
477,6,1,4,1,2
477,6,1,3,1,3
477,6,1,1,1,3
477,6,1,9,1,2
477,6,1,2,2,3
477,6,1,7,1,3
477,6,1,5,1,3
477,7,1,3,1,3
477,7,1,1,1,1
477,7,1,5,1,1
477,7,1,4,1,1
477,7,1,9,1,1
477,7,1,2,1,1
477,7,1,8,1,1
477,7,1,7,1,1
477,7,1,6,1,1
477,8,1,8,1,2
477,8,1,5,1,2
477,8,1,1,2,3
477,8,1,6,1,3
477,8,1,9,1,3
477,8,1,4,2,4
477,8,1,3,2,4
477,8,1,7,1,2
477,8,1,2,2,4
477,9,1,1,1,2
477,9,1,4,1,2
477,9,1,5,1,2
477,9,1,7,1,2
477,9,1,8,1,2
477,9,1,6,1,3
477,9,1,2,1,2
477,9,1,9,1,2
477,9,1,3,1,3
477,10,1,3,1,2
477,10,1,7,1,2
477,10,1,2,1,2
477,10,1,8,1,2
477,10,1,9,1,2
477,10,1,4,1,2
477,10,1,5,1,2
477,10,1,6,1,2
477,10,1,1,1,2
477,11,1,1,1,3
477,11,1,9,1,2
477,11,1,2,1,3
477,11,1,5,1,3
477,11,1,3,1,3
477,11,1,8,1,2
477,11,1,4,1,3
477,11,1,7,1,3
477,11,1,6,1,2
477,12,1,2,1,3
477,12,1,7,1,1
477,12,1,8,1,3
477,12,1,1,1,2
477,12,1,3,1,3
477,12,1,6,1,3
477,12,1,4,1,2
477,12,1,5,1,2
477,12,1,9,2,3
477,13,1,1,1,2
477,13,1,3,1,2
477,13,1,8,1,2
477,13,1,5,1,3
477,13,1,2,1,2
477,13,1,4,1,2
477,13,1,6,1,1
477,13,1,7,1,1
477,13,1,9,1,2
477,14,1,5,1,3
477,14,1,3,1,2
477,14,1,9,1,2
477,14,1,7,1,1
477,14,1,1,1,2
477,14,1,4,1,2
477,14,1,6,1,2
477,14,1,8,1,2
477,14,1,2,1,2
478,1,2,7,1,2
478,1,2,5,2,3
478,1,2,1,1,2
478,1,2,4,1,2
478,1,2,9,2,3
478,1,2,6,1,2
478,1,2,3,2,3
478,1,2,2,1,2
478,1,2,8,1,2
478,2,2,3,1,3
478,2,2,7,1,1
478,2,2,4,1,2
478,2,2,1,1,4
478,2,2,8,1,3
478,2,2,2,1,1
478,2,2,6,1,1
478,2,2,9,2,3
478,2,2,5,1,3
478,3,2,9,2,4
478,3,2,6,1,1
478,3,2,7,1,1
478,3,2,8,1,1
478,3,2,2,1,1
478,3,2,3,2,3
478,3,2,4,2,3
478,3,2,1,1,2
478,3,2,5,1,2
478,4,2,7,1,2
478,4,2,6,1,2
478,4,2,3,1,4
478,4,2,1,1,4
478,4,2,5,1,4
478,4,2,9,1,4
478,4,2,2,1,2
478,4,2,8,1,2
478,4,2,4,1,3
478,5,2,5,1,3
478,5,2,1,1,3
478,5,2,9,1,4
478,5,2,7,1,1
478,5,2,3,1,3
478,5,2,8,1,1
478,5,2,6,1,1
478,5,2,2,1,2
478,5,2,4,1,2
478,7,2,8,1,2
478,7,2,2,1,2
478,7,2,3,1,3
478,7,2,6,1,2
478,7,2,5,1,3
478,7,2,1,1,3
478,7,2,7,1,2
478,7,2,9,1,4
478,7,2,4,1,3
478,8,2,9,1,4
478,8,2,3,1,3
478,8,2,7,1,1
478,8,2,5,1,3
478,8,2,4,1,2
478,8,2,6,1,1
478,8,2,2,1,2
478,8,2,1,1,3
478,8,2,8,1,2
478,9,2,8,1,2
478,9,2,5,1,2
478,9,2,3,2,3
478,9,2,6,1,2
478,9,2,9,2,3
478,9,2,1,1,2
478,9,2,4,1,2
478,9,2,7,1,2
478,9,2,2,1,2
478,10,2,1,1,4
478,10,2,9,2,4
478,10,2,2,1,1
478,10,2,5,1,3
478,10,2,3,1,4
478,10,2,7,1,1
478,10,2,6,1,1
478,10,2,8,1,3
478,10,2,4,1,3
478,11,2,5,1,3
478,11,2,8,1,3
478,11,2,9,2,3
478,11,2,2,1,4
478,11,2,7,1,1
478,11,2,3,1,4
478,11,2,4,1,2
478,11,2,6,1,1
478,11,2,1,1,4
478,12,2,7,1,1
478,12,2,2,1,1
478,12,2,4,1,2
478,12,2,6,1,1
478,12,2,1,1,3
478,12,2,5,1,3
478,12,2,9,2,2
478,12,2,3,1,3
478,12,2,8,1,3
478,13,2,4,1,2
478,13,2,6,2,2
478,13,2,9,2,2
478,13,2,1,1,2
478,13,2,5,1,2
478,13,2,3,1,2
478,13,2,8,2,2
478,13,2,7,2,2
478,13,2,2,1,2
479,1,1,6,1,2
479,1,1,4,1,2
479,1,1,1,1,2
479,1,1,9,1,2
479,1,1,3,1,2
479,1,1,8,1,2
479,1,1,2,1,2
479,1,1,5,1,2
479,1,1,7,1,2
479,2,1,5,1,3
479,2,1,8,1,3
479,2,1,1,2,3
479,2,1,7,1,3
479,2,1,6,2,3
479,2,1,2,2,3
479,2,1,3,1,3
479,2,1,9,1,3
479,2,1,4,1,3
