"grappe","menage","vague","membres__id","s04q50","s04q51b","s04q51c","s04q51d","s04q51dbis","s04q52b","s04q52c","s04q52d","s04q52dbis","s04q53","s04q54","s04q55","s04q56","s04q57","s04q59","s04q60","s04q60_unite","s04q61","s04q62","s04q62_unite","s04q63","s04q64","s04q64_unite","s04q64_controle__0","s04q28b","s04q58","s04q58_unite"
93,7,1,16,1,6,13,463,,1,1,11,,3,2,30,7,3,2,,,2,,,2,,,,,30000,2
94,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
94,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
94,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
94,12,2,1,1,6,13,446,,1,1,11,,3,4,6,8,9,,,,,,,,,,,,,
95,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
95,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
96,1,2,1,1,6,13,452,,1,3,32,,3,12,30,2,9,,,,,,,,,,,,,
96,2,2,6,1,6,13,446,,1,1,15,,3,6,20,5,9,,,,,,,,,,,,,
96,3,2,1,1,6,13,446,,1,1,14,,3,6,30,7,9,,,,,,,,,,,,,
96,3,2,6,1,6,13,446,,1,1,14,,3,6,30,7,8,,,,,,,,,,,,,
96,3,2,14,1,6,13,446,,1,1,14,,3,6,30,7,8,,,,,,,,,,,,,
96,4,2,4,1,11,18,997,,6,52,522,,3,3,30,3,9,,,,,,,,,,,,,
96,7,2,1,1,6,13,446,,1,1,12,,3,6,30,5,9,,,,,,,,,,,,,
96,8,2,1,1,6,13,446,,1,1,12,,3,6,30,4,9,,,,,,,,,,,,,
96,8,2,5,1,6,13,446,,1,1,12,,3,3,30,3,8,,,,,,,,,,,,,
96,8,2,7,1,6,13,452,,1,3,32,,3,12,30,3,9,,,,,,,,,,,,,
96,10,2,1,1,6,13,446,,1,1,12,,3,6,30,7,8,,,,,,,,,,,,,
96,10,2,2,1,6,13,446,,1,1,12,,3,6,30,7,8,,,,,,,,,,,,,
96,10,2,4,1,6,13,446,,1,1,12,,3,6,30,7,8,,,,,,,,,,,,,
96,10,2,6,1,6,13,446,,1,1,12,,3,6,30,5,8,,,,,,,,,,,,,
96,10,2,7,1,6,13,446,,1,1,12,,3,6,30,5,8,,,,,,,,,,,,,
96,11,2,1,1,6,13,452,,1,3,31,,3,12,30,3,9,,,,,,,,,,,,,
96,12,2,1,1,6,13,452,,1,3,31,,3,12,30,2,9,,,,,,,,,,,,,
96,12,2,3,1,6,13,446,,1,1,12,,3,6,30,7,8,,,,,,,,,,,,,
96,12,2,4,1,6,13,446,,1,1,12,,3,6,30,7,8,,,,,,,,,,,,,
96,12,2,13,1,6,13,446,,1,1,12,,3,6,30,7,8,,,,,,,,,,,,,
96,13,2,1,1,6,13,446,,1,1,14,,3,6,30,7,8,,,,,,,,,,,,,
96,13,2,3,1,6,13,446,,1,1,14,,3,6,30,5,8,,,,,,,,,,,,,
97,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
97,4,1,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
97,5,1,10,1,12,19,999,,3,15,159,,3,3,30,4,9,,,,,,,,,,,,,
97,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
97,11,1,1,1,12,19,999,,6,52,526,,3,7,15,3,9,,,,,,,,,,,,,
97,13,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
98,1,2,1,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
98,1,2,2,1,11,18,997,,17,93,930,,3,12,30,2,5,2,,,2,,,2,,,,,30000,2
98,2,2,1,1,6,13,446,,1,1,13,,3,3,30,6,9,,,,,,,,,,,,,
98,2,2,2,1,6,13,453,,1,3,34,,3,1,30,1,9,,,,,,,,,,,,,
98,3,2,1,1,6,13,446,,1,1,12,,3,6,30,6,9,,,,,,,,,,,,,
98,3,2,2,1,6,13,446,,1,1,12,,3,6,26,6,8,,,,,,,,,,,,,
98,3,2,3,1,6,13,446,,1,1,12,,3,6,30,6,8,,,,,,,,,,,,,
98,3,2,7,1,6,13,446,,1,1,12,,3,6,30,6,8,,,,,,,,,,,,,
98,3,2,8,1,6,13,446,,1,1,12,,3,6,30,6,8,,,,,,,,,,,,,
98,3,2,11,1,6,13,446,,1,1,12,,3,6,26,6,8,,,,,,,,,,,,,
98,3,2,12,1,6,13,446,,1,1,12,,3,6,26,6,8,,,,,,,,,,,,,
98,3,2,13,1,6,13,446,,1,1,12,,3,6,26,6,8,,,,,,,,,,,,,
98,3,2,14,1,6,13,446,,1,1,12,,3,6,26,6,8,,,,,,,,,,,,,
98,3,2,15,1,6,13,446,,1,1,12,,3,6,30,6,8,,,,,,,,,,,,,
98,3,2,16,1,6,13,446,,1,1,12,,3,6,26,6,8,,,,,,,,,,,,,
98,6,2,1,1,6,13,446,,1,1,12,,3,12,30,4,9,,,,,,,,,,,,,
98,6,2,2,1,6,13,446,,1,1,12,,3,6,30,5,8,,,,,,,,,,,,,
98,9,2,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
98,9,2,3,1,11,18,997,,3,15,159,,3,12,15,9,9,,,,,,,,,,,,,
98,10,2,1,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
98,12,2,2,1,6,13,453,,1,3,34,,3,6,30,2,9,,,,,,,,,,,,,
98,13,2,8,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
99,2,1,4,1,7,14,497,,3,20,202,,3,12,16,5,9,,,,,,,,,,,,,
99,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
99,6,1,1,1,5,10,183,,12,80,804,,3,12,20,3,9,,,,,,,,,,,,,
99,8,1,2,1,9,16,545,,17,93,930,,3,12,4,4,9,,,,,,,,,,,,,
99,9,1,1,1,6,13,446,,1,1,12,,3,3,30,5,9,,,,,,,,,,,,,
99,11,1,13,1,12,19,999,,6,52,526,,3,8,30,2,9,,,,,,,,,,,,,
99,12,1,1,1,8,15,518,,8,60,602,,3,12,15,6,9,,,,,,,,,,,,,
99,12,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
99,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
99,13,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
100,1,2,1,1,6,13,446,,1,1,14,,3,6,15,3,9,,,,,,,,,,,,,
100,1,2,2,1,11,18,997,,17,93,930,,3,12,4,6,5,2,,,2,,,2,,,,,20000,2
100,2,2,1,1,6,13,452,,1,3,32,,3,12,30,3,9,,,,,,,,,,,,,
100,6,2,1,1,6,13,446,,1,1,18,,3,6,30,5,9,,,,,,,,,,,,,
100,7,2,1,1,6,13,446,,1,1,14,,3,4,20,2,9,,,,,,,,,,,,,
100,7,2,7,1,6,13,446,,1,1,14,,3,6,30,5,8,,,,,,,,,,,,,
100,9,2,1,1,6,13,446,,1,1,14,,3,6,25,4,8,,,,,,,,,,,,,
100,9,2,7,1,6,13,446,,1,1,14,,3,6,20,3,8,,,,,,,,,,,,,
100,10,2,1,1,6,13,452,,1,3,33,,3,12,15,3,9,,,,,,,,,,,,,
100,10,2,2,1,6,13,453,,1,3,34,,3,6,15,2,9,,,,,,,,,,,,,
100,10,2,7,1,6,13,453,,1,3,34,,3,12,10,1,9,,,,,,,,,,,,,
100,10,2,11,1,6,13,452,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
100,12,2,1,1,6,13,446,,1,1,13,,3,12,30,2,9,,,,,,,,,,,,,
100,12,2,4,1,6,13,446,,1,1,13,,3,3,30,3,8,,,,,,,,,,,,,
100,12,2,5,1,6,13,446,,1,1,13,,3,3,30,3,8,,,,,,,,,,,,,
101,2,1,1,1,6,13,455,,1,5,51,,3,11,7,7,9,,,,,,,,,,,,,
101,5,1,1,1,6,13,446,,1,1,15,,3,3,26,8,9,,,,,,,,,,,,,
101,8,1,1,1,6,13,446,,1,1,15,,3,3,26,3,9,,,,,,,,,,,,,
101,9,1,1,1,6,13,453,,1,3,34,,3,8,26,5,9,,,,,,,,,,,,,
101,13,1,1,1,6,13,463,,2,14,143,,3,12,12,2,9,,,,,,,,,,,,,
101,14,1,2,1,6,13,453,,1,3,34,,3,12,30,3,9,,,,,,,,,,,,,
102,2,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
102,3,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
102,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
102,5,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
102,6,2,2,1,11,18,997,,17,93,930,,3,5,15,5,9,,,,,,,,,,,,,
102,7,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
102,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
102,12,2,1,1,6,13,,,1,5,,,3,,,,9,,,,,,,,,,,,,
102,12,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
103,1,1,1,1,6,13,455,,1,5,52,,3,12,8,4,9,,,,,,,,,,,,,
103,1,1,2,1,6,13,446,,1,1,12,,3,3,26,8,8,,,,,,,,,,,,,
103,1,1,7,1,9,16,533,,18,95,950,,5,8,26,7,5,2,,,2,,,1,3500,1,7,,100000,2
103,2,1,1,1,6,13,446,,1,1,12,,3,3,30,11,8,,,,,,,,,,,,,
103,2,1,2,1,6,13,446,,1,1,12,,3,3,30,8,8,,,,,,,,,,,,,
103,3,1,1,1,6,13,453,,1,3,34,,3,12,30,8,9,,,,,,,,,,,,,
103,4,1,1,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
103,5,1,2,1,6,13,447,,1,1,18,,3,9,30,3,8,,,,,,,,,,,,,
103,5,1,3,1,6,13,447,,1,1,14,,3,4,30,1,9,,,,,,,,,,,,,
103,8,1,1,1,12,19,999,,17,93,930,,3,12,30,2,9,,,,,,,,,,,,,
103,10,1,2,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
103,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
104,1,1,1,1,7,14,470,,5,45,452,,3,2,10,8,9,,,,,,,,,,,,,
104,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
104,11,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
104,14,1,2,1,5,11,436,,6,52,523,,3,12,15,4,9,,,,,,,,,,,,,
104,14,1,3,1,6,13,452,,1,3,33,,3,12,30,3,9,,,,,,,,,,,,,
105,2,2,3,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
105,3,2,4,1,11,18,997,,6,50,501,,3,3,6,2,9,,,,,,,,,,,,,
105,7,2,1,1,6,13,452,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
105,7,2,3,1,5,11,445,,3,15,159,,3,3,30,4,9,,,,,,,,,,,,,
105,10,2,1,1,6,13,446,,1,1,14,,3,4,30,3,9,,,,,,,,,,,,,
105,12,2,3,1,6,13,446,,1,1,15,,3,3,30,6,9,,,,,,,,,,,,,
105,12,2,6,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
105,12,2,10,1,6,13,446,,1,1,15,,3,3,20,4,8,,,,,,,,,,,,,
105,13,2,3,1,5,11,430,,6,52,522,,3,3,30,10,9,,,,,,,,,,,,,
106,4,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
106,4,1,2,1,9,16,533,,18,95,950,,3,12,3,6,5,2,,,2,,,2,,,,,10000,2
106,5,1,2,1,5,11,445,,3,15,159,,3,12,30,3,9,,,,,,,,,,,,,
106,9,1,3,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
106,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
107,2,2,2,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
107,5,2,1,1,7,14,479,,17,93,930,,3,12,10,5,9,,,,,,,,,,,,,
107,5,2,2,1,11,18,997,,3,15,159,,3,1,30,4,9,,,,,,,,,,,,,
107,5,2,7,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
107,6,2,1,1,5,11,430,,6,52,523,,3,12,30,8,9,,,,,,,,,,,,,
107,6,2,4,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
107,7,2,8,1,5,11,445,,9,65,654,,3,12,24,4,9,,,,,,,,,,,,,
107,8,2,1,1,11,18,997,,17,93,930,,3,4,30,10,6,2,,,2,,,2,,,,,14000,2
107,12,2,1,1,6,13,446,,1,1,12,,3,5,20,3,9,,,,,,,,,,,,,
107,12,2,10,1,7,14,394,,3,26,264,,3,3,10,5,5,2,,,2,,,2,,,,,90000,4
107,12,2,11,1,6,13,446,,1,1,12,,3,3,15,3,8,,,,,,,,,,,,,
108,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
108,1,1,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
108,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
108,5,1,7,1,6,13,453,,1,3,34,,3,8,4,2,9,,,,,,,,,,,,,
108,8,1,8,1,5,11,434,,6,52,523,,3,12,30,2,9,,,,,,,,,,,,,
108,9,1,1,1,11,18,997,,3,15,155,,3,12,12,3,9,,,,,,,,,,,,,
108,13,1,1,1,6,13,446,,1,1,12,,3,3,6,3,10,,,,,,,,,,,,,
109,2,2,1,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
109,2,2,2,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
109,2,2,3,1,6,13,446,,1,1,18,,3,12,30,1,9,,,,,,,,,,,,,
109,2,2,13,1,6,13,446,,1,1,18,,3,3,30,2,8,,,,,,,,,,,,,
109,2,2,15,1,6,13,446,,1,1,19,,3,3,8,3,8,,,,,,,,,,,,,
109,4,2,9,1,2,6,120,,12,80,801,,3,5,16,2,9,,,,,,,,,,,,,
109,9,2,1,1,6,13,453,,1,3,35,,3,12,30,2,8,,,,,,,,,,,,,
109,10,2,1,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
110,2,1,2,1,11,18,997,,3,15,155,,3,3,30,7,9,,,,,,,,,,,,,
110,3,1,2,1,5,11,432,,6,52,524,,3,10,4,4,9,,,,,,,,,,,,,
110,6,1,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
111,1,2,5,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
111,6,2,2,1,6,13,453,,1,3,34,,3,12,26,2,9,,,,,,,,,,,,,
111,7,2,1,1,6,13,446,,1,1,12,,3,5,30,7,8,,,,,,,,,,,,,
111,7,2,2,1,6,13,446,,1,1,12,,3,5,30,7,8,,,,,,,,,,,,,
111,7,2,3,1,6,13,452,,1,3,34,,3,12,30,2,8,,,,,,,,,,,,,
111,7,2,4,1,6,13,453,,1,3,31,,3,12,30,2,9,,,,,,,,,,,,,
111,7,2,5,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,7,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,8,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,9,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,10,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,12,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,13,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,7,2,14,1,6,13,446,,1,1,12,,3,3,30,4,8,,,,,,,,,,,,,
111,10,2,20,1,6,13,453,,1,3,34,,3,2,30,6,9,,,,,,,,,,,,,
111,11,2,2,1,6,13,452,,1,3,31,,3,12,15,3,9,,,,,,,,,,,,,
111,12,2,3,1,11,18,997,,17,93,930,,3,12,4,8,9,,,,,,,,,,,,,
112,10,1,1,1,6,13,452,,1,3,33,,3,12,30,3,9,,,,,,,,,,,,,
113,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
113,4,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
114,5,1,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
114,9,1,2,1,5,11,445,,6,52,524,,3,12,30,1,9,,,,,,,,,,,,,
114,10,1,1,1,7,14,470,,5,45,456,,3,8,26,7,9,,,,,,,,,,,,,
114,15,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
115,7,2,1,1,6,13,453,,1,3,34,,3,12,7,2,9,,,,,,,,,,,,,
116,1,1,1,1,9,16,538,,17,93,930,,3,12,4,8,5,2,,,2,,,2,,,,,20000,2
116,1,1,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
116,5,1,1,1,6,13,452,,1,3,31,,3,12,30,1,9,,,,,,,,,,,,,
116,8,1,3,1,6,13,446,,1,1,18,,3,12,25,3,9,,,,,,,,,,,,,
116,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
116,14,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
117,6,2,4,1,6,13,452,,1,3,33,,3,12,7,3,9,,,,,,,,,,,,,
117,6,2,8,1,5,11,430,,6,52,526,,3,12,6,4,9,,,,,,,,,,,,,
117,7,2,1,1,5,11,445,,3,15,159,,3,12,30,8,9,,,,,,,,,,,,,
117,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
117,12,2,1,1,6,13,446,,1,1,11,,3,4,7,7,9,,,,,,,,,,,,,
118,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
118,1,1,2,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
118,2,1,1,1,6,13,453,,1,3,34,,3,8,8,4,9,,,,,,,,,,,,,
118,11,1,2,1,5,11,437,,6,52,523,,3,12,30,4,9,,,,,,,,,,,,,
118,16,1,1,1,5,11,433,,6,52,522,,3,8,30,9,9,,,,,,,,,,,,,
119,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
119,5,2,1,1,6,13,446,,1,1,31,,3,12,30,3,8,2,,,2,,,2,,,,,0,
119,9,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
120,2,1,2,1,12,19,999,,17,93,930,,3,12,8,5,9,,,,,,,,,,,,,
120,5,1,2,1,5,11,437,,6,52,523,,3,12,30,3,9,,,,,,,,,,,,,
120,14,1,1,1,7,14,467,,3,18,180,,3,6,16,6,9,,,,,,,,,,,,,
121,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
121,6,2,2,1,11,18,997,,17,93,930,,3,12,7,4,3,2,,,2,,,2,,,,,75000,2
121,11,2,8,1,6,13,452,,1,3,33,,3,12,7,7,9,,,,,,,,,,,,,
122,5,1,1,1,6,13,447,,1,1,18,,3,1,30,1,9,,,,,,,,,,,,,
122,8,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
122,11,1,1,1,2,6,120,,12,80,804,,3,9,4,2,5,2,,,2,,,2,,,,,60000,2
122,11,1,14,1,2,6,120,,12,80,804,,5,7,8,1,5,2,,,2,,,2,,,,,10000,2
122,12,1,1,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
123,3,2,1,1,6,13,446,,1,1,33,,3,12,7,2,8,2,,,2,,,2,,,,,0,
123,4,2,3,1,6,13,446,,1,1,11,,4,12,30,2,8,2,,,2,,,2,,,,,0,
123,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
124,4,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
124,6,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
124,7,2,1,1,6,13,446,,1,1,51,,3,5,30,9,8,2,,,2,,,2,,,,,72000,2
124,12,2,2,1,9,16,542,,5,45,452,,3,12,30,9,4,2,,,2,,,2,,,,,90000,2
125,2,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
125,2,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
125,2,1,3,1,6,13,446,,1,1,15,,3,5,20,6,8,,,,,,,,,,,,,
125,5,1,1,1,11,18,997,,1,4,42,,3,9,14,4,9,,,,,,,,,,,,,
125,5,1,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
125,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
125,8,1,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
125,9,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
125,9,1,9,1,6,13,453,,1,3,34,,3,12,30,4,9,,,,,,,,,,,,,
125,10,1,1,1,6,13,446,,1,1,12,,3,4,24,6,9,,,,,,,,,,,,,
125,12,1,1,1,6,13,446,,1,1,12,,3,5,25,6,9,,,,,,,,,,,,,
125,13,1,1,1,11,18,997,,16,92,921,,3,9,5,9,10,,,,,,,,,,,,,
125,14,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
126,2,2,1,1,6,13,446,,1,1,12,,3,4,30,6,9,,,,,,,,,,,,,
126,2,2,2,1,6,13,446,,1,1,12,,3,4,30,6,8,,,,,,,,,,,,,
126,6,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
126,7,2,3,1,6,13,,,1,5,,,3,,,,9,,,,,,,,,,,,,
126,11,2,1,1,8,15,517,,8,60,602,,3,12,30,3,9,,,,,,,,,,,,,
126,11,2,3,1,6,13,446,,1,1,12,,3,4,4,8,5,2,,,2,,,2,,,,,0,
126,11,2,4,1,6,13,446,,1,1,12,,3,4,4,8,5,2,,,2,,,2,,,,,0,
126,12,2,1,1,5,10,405,,18,95,950,,3,12,30,4,5,2,,,2,,,2,,,,,0,
127,1,1,2,1,5,11,437,,6,52,523,,3,1,28,4,9,,,,,,,,,,,,,
127,1,1,21,1,6,13,446,,1,1,13,,3,6,12,3,9,,,,,,,,,,,,,
127,3,1,1,1,12,19,999,,17,93,930,,3,9,30,6,4,2,,,2,,,2,,,,,42500,2
127,5,1,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
127,8,1,1,1,6,13,453,,1,3,34,,3,9,30,1,9,,,,,,,,,,,,,
127,9,1,1,1,6,13,452,,1,3,33,,3,12,7,1,9,,,,,,,,,,,,,
127,10,1,2,1,6,13,446,,1,1,13,,3,5,24,6,8,,,,,,,,,,,,,
127,10,1,11,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
127,12,1,2,1,5,11,430,,6,52,523,,3,12,8,2,9,,,,,,,,,,,,,
127,12,1,16,1,6,13,452,,1,3,33,,3,12,28,1,9,,,,,,,,,,,,,
128,2,2,4,1,5,11,436,,7,55,552,,3,1,30,3,9,,,,,,,,,,,,,
128,4,2,2,1,12,19,999,,3,15,158,,3,12,30,6,9,,,,,,,,,,,,,
128,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
128,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
128,8,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
128,10,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
128,10,2,5,1,5,11,445,,6,52,525,,3,12,26,5,9,,,,,,,,,,,,,
128,14,2,7,1,6,13,453,,1,3,34,,3,12,8,6,9,,,,,,,,,,,,,
129,1,1,1,1,5,11,430,,6,52,521,,3,5,26,7,9,,,,,,,,,,,,,
129,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
129,2,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
129,3,1,35,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
129,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
129,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
129,8,1,4,1,6,13,446,,1,1,15,,3,4,26,4,9,,,,,,,,,,,,,
129,8,1,12,1,6,13,446,,1,1,15,,3,3,22,6,8,,,,,,,,,,,,,
129,9,1,4,1,6,13,446,,1,1,15,,3,3,15,5,9,,,,,,,,,,,,,
129,9,1,6,1,6,13,446,,1,1,15,,3,4,30,5,9,,,,,,,,,,,,,
129,12,1,4,1,6,13,446,,1,1,15,,3,4,26,4,8,,,,,,,,,,,,,
130,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,2,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
130,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,7,2,2,1,12,19,998,,17,93,930,,3,11,30,5,4,2,,,2,,,1,3500,1,2,,3500,1
130,9,2,23,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,11,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
130,12,2,3,1,9,16,541,,17,93,930,,3,6,20,3,6,2,,,2,,,2,,,,,10000,1
130,12,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
131,1,1,1,1,6,13,448,,12,80,803,,1,12,5,4,4,2,,,2,,,2,,,,,60000,2
131,1,1,2,1,5,11,431,,6,52,521,,3,12,30,2,8,,,,,,,,,,,,,
131,1,1,4,1,6,13,446,,1,1,15,,3,3,26,4,8,,,,,,,,,,,,,
131,1,1,5,1,6,13,446,,1,1,15,,3,3,26,4,8,,,,,,,,,,,,,
131,1,1,6,1,6,13,446,,1,1,15,,3,3,26,5,8,,,,,,,,,,,,,
131,1,1,7,1,6,13,446,,1,1,15,,3,4,26,5,8,,,,,,,,,,,,,
131,1,1,8,1,6,13,446,,1,1,15,,3,3,15,5,8,,,,,,,,,,,,,
131,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
131,3,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
131,4,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
131,5,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
131,5,1,6,1,6,13,446,,1,1,15,,3,4,20,7,9,,,,,,,,,,,,,
131,5,1,14,1,6,13,446,,1,1,15,,3,3,4,5,9,,,,,,,,,,,,,
131,5,1,15,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
131,8,1,15,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
131,9,1,4,1,6,13,446,,1,1,15,,3,3,26,7,9,,,,,,,,,,,,,
131,10,1,1,1,6,13,446,,1,1,11,,3,3,26,6,9,,,,,,,,,,,,,
